Feature,DoF,P Value,Chi Square,Is Significant
p11,1,0.002487,9.14981,1
p2,1,0.002814,8.924064,1
v4,1,0.031577,4.621324,0
p9,1,0.057074,3.62042,0
p7,1,0.102083,2.672688,0
a6,1,0.137892,2.201327,0
s7,1,0.166411,1.914983,0
n1,1,0.167075,1.908995,0
u1,1,0.183452,1.769437,0
s2,1,0.20635,1.596851,0
s3,1,0.255311,1.294009,0
p6,1,0.256932,1.285213,0
v2,1,0.37037,0.802422,0
a4,1,0.385563,0.752891,0
b4,1,0.388907,0.742355,0
a7,1,0.393905,0.726854,0
p1,1,0.407716,0.685451,0
s8,1,0.479529,0.499934,0
v3,1,0.513217,0.427502,0
n6,1,0.521898,0.410142,0
d3,1,0.536502,0.382062,0
s6,1,0.615667,0.252005,0
n2,1,0.661075,0.19222,0
a3,1,0.688904,0.160274,0
a5,1,0.722862,0.125767,0
p3,1,0.726236,0.122596,0
n3,1,0.822294,0.050443,0
n5,1,0.823394,0.04981,0
p8,1,0.829824,0.046194,0
v1,1,0.838949,0.041306,0
u2,1,0.863365,0.029616,0
u3,1,0.878606,0.023328,0
b5,1,0.917412,0.010753,0
a2,1,0.93378,0.006904,0
b3,1,0.973191,0.001129,0
b2,1,0.973191,0.001129,0
p4,1,1.0,0.0,0
