Feature,DoF,P Value,Chi Square,Is Significant
b2,1,0.001017,10.797118,1
b3,1,0.001017,10.797118,1
d2,1,0.001267,10.389623,1
a2,1,0.00247,9.1629,1
d1,1,0.006476,7.41273,1
s8,1,0.006989,7.275864,1
u1,1,0.007918,7.051915,1
a1,1,0.011864,6.331045,0
a4,1,0.015051,5.910479,0
v3,1,0.019628,5.444645,0
p2,1,0.028262,4.811988,0
p5,1,0.035849,4.404273,0
v1,1,0.046563,3.961109,0
p12,1,0.052384,3.763476,0
s7,1,0.059505,3.551142,0
s3,1,0.059676,3.546359,0
a3,1,0.062278,3.475658,0
b1,1,0.074001,3.191972,0
s2,1,0.074704,3.176504,0
s6,1,0.114185,2.495328,0
n1,1,0.143795,2.136865,0
n5,1,0.185471,1.753232,0
v2,1,0.196147,1.670834,0
n2,1,0.245437,1.349093,0
n3,1,0.294976,1.096772,0
a5,1,0.300691,1.071126,0
s4,1,0.307641,1.040776,0
d3,1,0.308922,1.035281,0
a8,1,0.349848,0.874009,0
s1,1,0.364372,0.822768,0
b5,1,0.40579,0.691102,0
p7,1,0.460403,0.544914,0
n4,1,0.477276,0.505082,0
r1,1,0.487742,0.481504,0
n6,1,0.495629,0.464282,0
p3,1,0.530812,0.392837,0
d5,1,0.564727,0.331586,0
v4,1,0.592854,0.285909,0
s5,1,0.613432,0.255208,0
p6,1,0.642612,0.215343,0
a6,1,0.656646,0.197623,0
p1,1,0.671619,0.179714,0
a7,1,0.701603,0.146809,0
p4,1,0.738007,0.111886,0
p8,1,0.800689,0.063734,0
b4,1,0.854065,0.033832,0
