Feature,DoF,P Value,Chi Square,Is Significant
p12,1,0.0,27.610088,1
p5,1,1.7e-05,18.55022,1
p3,1,0.000561,11.9,1
a2,1,0.000682,11.537694,1
s7,1,0.003756,8.398348,1
p4,1,0.009924,6.648474,1
a4,1,0.018186,5.578125,0
p6,1,0.027369,4.867403,0
s6,1,0.029089,4.762317,0
p8,1,0.030557,4.677672,0
v3,1,0.041916,4.138601,0
v1,1,0.049592,3.855197,0
u1,1,0.068833,3.310621,0
d2,1,0.073347,3.206473,0
a5,1,0.152402,2.04804,0
n4,1,0.16716,1.908231,0
s5,1,0.252972,1.306818,0
a6,1,0.253074,1.306251,0
a1,1,0.325475,0.966819,0
d5,1,0.328588,0.954453,0
r1,1,0.381547,0.765712,0
p7,1,0.387278,0.747473,0
b4,1,0.392065,0.732527,0
s1,1,0.420688,0.648393,0
v2,1,0.471318,0.518884,0
p1,1,0.488057,0.480808,0
d3,1,0.615079,0.252845,0
p2,1,0.747712,0.103464,0
a7,1,0.795042,0.06748,0
a8,1,0.874159,0.025084,0
b5,1,0.984285,0.000388,0
s4,1,0.992573,8.7e-05,0
