Feature,DoF,P Value,Chi Square,Is Significant
a8,1,0.136641,2.215385,0
d1,1,0.19043,1.714286,0
p2,1,0.317311,1.0,0
d2,1,0.438578,0.6,0
p7,1,0.47191,0.5175,0
p12,1,0.477197,0.505263,0
a4,1,0.525358,0.403361,0
s2,1,0.525358,0.403361,0
p3,1,0.558185,0.342857,0
s5,1,0.665362,0.187075,0
d3,1,0.698535,0.15,0
b3,1,0.722283,0.126316,0
s8,1,0.722283,0.126316,0
s3,1,0.722283,0.126316,0
b2,1,0.722283,0.126316,0
a1,1,0.722283,0.126316,0
a7,1,0.750824,0.10084,0
p4,1,0.750824,0.10084,0
b5,1,0.750824,0.10084,0
u1,1,0.769698,0.085714,0
b4,1,0.769698,0.085714,0
p6,1,0.769698,0.085714,0
p8,1,0.772059,0.083916,0
a2,1,0.772059,0.083916,0
v2,1,0.786648,0.07326,0
p10,1,0.794935,0.067552,0
p5,1,0.823261,0.049887,0
v3,1,0.864591,0.029082,0
n4,1,0.906855,0.01369,0
r1,1,0.906855,0.01369,0
s7,1,1.0,0.0,0
a6,1,1.0,0.0,0
d5,1,1.0,0.0,0
