Feature,DoF,P Value,Chi Square,Is Significant
p3,1,0.017718,5.623864,0
n1,1,0.024926,5.02901,0
p6,1,0.044552,4.035527,0
p8,1,0.053544,3.726852,0
n6,1,0.060171,3.532652,0
a7,1,0.066409,3.369629,0
r4,1,0.134007,2.245456,0
a3,1,0.134658,2.237964,0
p5,1,0.147769,2.095129,0
p7,1,0.151327,2.058824,0
u3,1,0.161485,1.96026,0
d2,1,0.166153,1.917313,0
r2,1,0.183165,1.771759,0
n5,1,0.190413,1.714422,0
b5,1,0.210158,1.570335,0
u1,1,0.249392,1.326709,0
v1,1,0.256681,1.286572,0
s2,1,0.261591,1.260315,0
p2,1,0.269174,1.22095,0
a6,1,0.274044,1.19639,0
p4,1,0.306094,1.047454,0
p9,1,0.306194,1.047024,0
d5,1,0.322429,0.97907,0
r3,1,0.338383,0.916547,0
u4,1,0.342684,0.900365,0
a1,1,0.354693,0.856598,0
s8,1,0.453528,0.561819,0
s4,1,0.467974,0.526756,0
b4,1,0.476218,0.507512,0
v2,1,0.498777,0.457537,0
v4,1,0.607306,0.264117,0
s7,1,0.624122,0.240116,0
d4,1,0.634489,0.226023,0
d1,1,0.665635,0.186751,0
s1,1,0.707515,0.140772,0
d3,1,0.714484,0.133839,0
v3,1,0.715443,0.132901,0
a5,1,0.724276,0.124432,0
r1,1,0.737322,0.112494,0
s5,1,0.745173,0.105632,0
a2,1,0.752593,0.099365,0
s6,1,0.752794,0.099198,0
u2,1,0.768315,0.086777,0
n2,1,0.783921,0.075192,0
a4,1,0.784548,0.074746,0
p12,1,0.795774,0.066988,0
s3,1,0.863541,0.029539,0
a8,1,0.941913,0.005309,0
n3,1,0.968358,0.001573,0
n4,1,0.978064,0.000756,0
b3,1,0.987839,0.000232,0
b2,1,0.987839,0.000232,0
p1,1,1.0,0.0,0
