Feature,DoF,P Value,Chi Square,Is Significant
b2,1,0.013276,6.131958,0
b3,1,0.013276,6.131958,0
v3,1,0.033473,4.521419,0
a1,1,0.04079,4.184713,0
a8,1,0.047446,3.929488,0
d2,1,0.082943,3.006264,0
a2,1,0.085525,2.956657,0
u1,1,0.122505,2.385,0
v2,1,0.170082,1.882224,0
d1,1,0.174199,1.846434,0
s8,1,0.285138,1.142437,0
a4,1,0.301155,1.069074,0
p5,1,0.319028,0.992927,0
b5,1,0.323508,0.974709,0
s7,1,0.326861,0.961293,0
b4,1,0.435884,0.607095,0
s3,1,0.601149,0.273266,0
p12,1,0.613556,0.255028,0
r1,1,0.717007,0.131378,0
d5,1,0.720994,0.127542,0
p8,1,0.766119,0.088479,0
s5,1,0.792381,0.069285,0
p3,1,0.797659,0.06573,0
a7,1,0.84339,0.039029,0
p4,1,0.849615,0.035952,0
s2,1,0.857446,0.032266,0
a6,1,0.862972,0.029788,0
p7,1,0.886913,0.020224,0
n4,1,0.903924,0.01457,0
p2,1,0.94667,0.004474,0
p6,1,0.977653,0.000785,0
