Feature,DoF,P Value,Chi Square,Is Significant
r3,1,0.0,26.107857,1
p8,1,7e-06,20.32473,1
n5,1,0.000339,12.843684,1
p2,1,0.000463,12.257723,1
r4,1,0.000633,11.675647,1
n4,1,0.000733,11.404729,1
n6,1,0.001085,10.676779,1
p4,1,0.001378,10.234415,1
b1,1,0.001629,9.926912,1
p3,1,0.0022,9.37459,1
p7,1,0.004541,8.053804,1
p9,1,0.005933,7.570503,1
a5,1,0.025381,4.997714,0
v4,1,0.030744,4.667216,0
p12,1,0.04896,3.876718,0
s1,1,0.049978,3.842196,0
a6,1,0.05157,3.789676,0
u2,1,0.06163,3.492979,0
s4,1,0.062506,3.469605,0
p5,1,0.07089,3.262284,0
v1,1,0.099398,2.715183,0
v2,1,0.111324,2.535327,0
d2,1,0.133381,2.252707,0
s5,1,0.151252,2.059577,0
a8,1,0.201036,1.634831,0
b2,1,0.253608,1.303318,0
b3,1,0.253608,1.303318,0
s2,1,0.259668,1.270524,0
v3,1,0.374181,0.789734,0
b5,1,0.406864,0.687944,0
r1,1,0.508424,0.437309,0
a3,1,0.522028,0.409885,0
s3,1,0.555011,0.348417,0
n1,1,0.588076,0.293359,0
b4,1,0.655233,0.199367,0
d5,1,0.668284,0.183616,0
u3,1,0.678053,0.172326,0
d1,1,0.680195,0.169907,0
d4,1,0.694569,0.154184,0
n3,1,0.715272,0.133068,0
a1,1,0.724247,0.12446,0
p1,1,0.729422,0.119643,0
s7,1,0.739319,0.110726,0
a4,1,0.762785,0.091099,0
d3,1,0.835538,0.043099,0
s6,1,0.90978,0.012841,0
a2,1,0.911766,0.012279,0
a7,1,0.933466,0.00697,0
s8,1,0.943146,0.005086,0
r2,1,0.963951,0.002043,0
p6,1,0.983016,0.000453,0
u1,1,0.986969,0.000267,0
n2,1,0.986978,0.000266,0
