Feature,DoF,P Value,Chi Square,Is Significant
p8,1,0.012557,6.23048,0
u3,1,0.026576,4.918154,0
a6,1,0.049524,3.857507,0
n4,1,0.080483,3.055123,0
d3,1,0.098955,2.722313,0
v2,1,0.18954,1.721186,0
a7,1,0.210369,1.568886,0
n5,1,0.271267,1.210327,0
v1,1,0.289134,1.123649,0
d5,1,0.289597,1.121493,0
s3,1,0.301748,1.066451,0
r3,1,0.312673,1.019353,0
r1,1,0.347139,0.883889,0
s6,1,0.362826,0.828089,0
b5,1,0.364079,0.823774,0
r2,1,0.387588,0.746495,0
b4,1,0.428223,0.627638,0
s4,1,0.442501,0.589789,0
a5,1,0.4661,0.531207,0
p2,1,0.490987,0.474364,0
u1,1,0.506655,0.440969,0
b3,1,0.516449,0.420978,0
b2,1,0.516449,0.420978,0
p9,1,0.565652,0.330011,0
r4,1,0.568861,0.324592,0
u2,1,0.583152,0.301167,0
v4,1,0.587385,0.294446,0
a4,1,0.626297,0.237116,0
s2,1,0.633033,0.227971,0
a3,1,0.64093,0.217527,0
p3,1,0.645589,0.211507,0
a2,1,0.658595,0.195235,0
a1,1,0.671892,0.179397,0
a8,1,0.686383,0.163029,0
d4,1,0.708961,0.139317,0
p5,1,0.711889,0.136398,0
d1,1,0.716963,0.131421,0
n2,1,0.720548,0.127968,0
v3,1,0.738233,0.111685,0
s8,1,0.758027,0.094909,0
n3,1,0.762106,0.091637,0
p6,1,0.772771,0.083378,0
s1,1,0.800705,0.063723,0
p4,1,0.824682,0.049074,0
s7,1,0.826277,0.048171,0
p1,1,0.828047,0.047179,0
n6,1,0.854798,0.033489,0
p7,1,0.872676,0.025683,0
d2,1,0.917417,0.010751,0
s5,1,0.932988,0.00707,0
n1,1,0.983139,0.000447,0
