Feature,DoF,P Value,Chi Square,Is Significant
p5,1,4e-05,16.86363,1
s8,1,5.4e-05,16.305115,1
a2,1,0.000129,14.657979,1
b3,1,0.000179,14.044684,1
b2,1,0.000179,14.044684,1
p12,1,0.000379,12.633212,1
d1,1,0.000441,12.349568,1
s7,1,0.000978,10.869562,1
v3,1,0.001116,10.623707,1
s2,1,0.001445,10.147115,1
v1,1,0.002283,9.306679,1
n5,1,0.002668,9.021647,1
s6,1,0.003246,8.663606,1
u1,1,0.0038,8.377084,1
s3,1,0.004188,8.200248,1
p3,1,0.004541,8.053835,1
d2,1,0.004954,7.896065,1
a3,1,0.008256,6.977082,1
a4,1,0.011148,6.441611,0
a5,1,0.016629,5.735062,0
p4,1,0.021544,5.282203,0
a1,1,0.033194,4.535734,0
v2,1,0.042703,4.107138,0
n6,1,0.067601,3.340342,0
d3,1,0.074673,3.177201,0
p8,1,0.090385,2.867495,0
n1,1,0.093138,2.819283,0
n4,1,0.100157,2.703046,0
d5,1,0.113985,2.498087,0
b1,1,0.225085,1.471652,0
r1,1,0.235051,1.410032,0
a6,1,0.243593,1.35968,0
p6,1,0.253411,1.304398,0
n2,1,0.270896,1.212203,0
n3,1,0.318587,0.994737,0
p7,1,0.407626,0.685714,0
a8,1,0.428288,0.627461,0
a7,1,0.477066,0.505563,0
s4,1,0.519008,0.415864,0
b4,1,0.523526,0.406942,0
v4,1,0.546846,0.362997,0
b5,1,0.634754,0.225669,0
s1,1,0.647753,0.208745,0
s5,1,0.664535,0.188061,0
p1,1,0.798399,0.065239,0
p2,1,0.851825,0.034891,0
