Feature,DoF,P Value,Chi Square,Is Significant
p3,1,0.180694,1.791907,0
p6,1,0.252287,1.310594,0
p8,1,0.266731,1.233479,0
a7,1,0.337553,0.919701,0
n6,1,0.342353,0.901601,0
n1,1,0.343212,0.898396,0
d2,1,0.380459,0.769218,0
r4,1,0.389351,0.740969,0
p5,1,0.397615,0.715526,0
u1,1,0.399133,0.710938,0
p7,1,0.404287,0.695537,0
a3,1,0.436018,0.60674,0
r2,1,0.443744,0.586583,0
p9,1,0.470842,0.52,0
u3,1,0.479167,0.50076,0
n5,1,0.483305,0.491396,0
p4,1,0.511612,0.430769,0
d5,1,0.534036,0.386707,0
a6,1,0.565473,0.330315,0
s2,1,0.565993,0.329434,0
r3,1,0.578294,0.309,0
a1,1,0.596088,0.280936,0
b5,1,0.631965,0.229405,0
v1,1,0.632717,0.228394,0
d1,1,0.682118,0.167751,0
v4,1,0.702315,0.146075,0
b4,1,0.714381,0.13394,0
s8,1,0.720211,0.12829,0
d4,1,0.729535,0.119539,0
s4,1,0.75892,0.094187,0
p2,1,0.783079,0.075795,0
r1,1,0.783079,0.075795,0
s5,1,0.793789,0.068327,0
v2,1,0.793825,0.068302,0
s7,1,0.805141,0.060861,0
a4,1,0.817573,0.053208,0
s1,1,0.81799,0.05296,0
d3,1,0.829896,0.046154,0
v3,1,0.870038,0.026768,0
a5,1,0.891059,0.018759,0
n4,1,0.910554,0.01262,0
p12,1,0.923653,0.009184,0
s6,1,0.930026,0.007711,0
n2,1,0.944642,0.004821,0
u2,1,0.946318,0.004534,0
a2,1,0.948286,0.004207,0
s3,1,0.958906,0.002655,0
p1,1,0.967541,0.001656,0
a8,1,0.968771,0.001533,0
n3,1,0.974706,0.001005,0
b3,1,0.98354,0.000426,0
b2,1,0.98354,0.000426,0
