Feature,DoF,P Value,Chi Square,Is Significant
s2,1,0.0,63.874286,1
r4,1,0.0,46.136685,1
s8,1,0.0,40.699942,1
s7,1,0.0,39.309204,1
s5,1,0.0,38.244061,1
r1,1,0.0,32.675983,1
r3,1,0.0,30.910217,1
s3,1,0.0,30.631529,1
p4,1,0.0,28.331103,1
v4,1,1.3e-05,19.010011,1
r2,1,1.4e-05,18.852575,1
n6,1,1.5e-05,18.684211,1
v2,1,2.1e-05,18.113404,1
p9,1,4.2e-05,16.773031,1
p2,1,7.1e-05,15.776552,1
v1,1,0.000127,14.690389,1
d5,1,0.000269,13.272625,1
p10,1,0.000326,12.914566,1
p3,1,0.000447,12.325289,1
d4,1,0.002365,9.242466,1
u3,1,0.002418,9.201825,1
p7,1,0.002618,9.05646,1
p5,1,0.003251,8.661016,1
s4,1,0.011809,6.339276,0
a7,1,0.015899,5.81406,0
p6,1,0.019621,5.445329,0
a5,1,0.020221,5.392698,0
n3,1,0.021957,5.249156,0
n2,1,0.030332,4.690404,0
d1,1,0.031908,4.603416,0
d3,1,0.035111,4.439786,0
v3,1,0.039854,4.224076,0
p1,1,0.040287,4.20577,0
u1,1,0.053316,3.73398,0
u2,1,0.092125,2.836841,0
a8,1,0.112294,2.521637,0
p8,1,0.120148,2.415395,0
b3,1,0.18629,1.746713,0
b2,1,0.18629,1.746713,0
d2,1,0.200428,1.639251,0
n4,1,0.220171,1.503254,0
a4,1,0.226831,1.460623,0
p12,1,0.290823,1.115808,0
n5,1,0.307215,1.042613,0
a2,1,0.362931,0.827726,0
b4,1,0.366761,0.814608,0
b1,1,0.390801,0.736448,0
a1,1,0.400977,0.705395,0
b5,1,0.473488,0.513825,0
a3,1,0.555788,0.34705,0
s1,1,0.563839,0.3331,0
n1,1,0.618876,0.24745,0
a6,1,0.631714,0.229743,0
