Feature,DoF,P Value,Chi Square,Is Significant
b3,1,0.000365,12.703659,1
b2,1,0.000365,12.703659,1
a2,1,0.000829,11.176068,1
d2,1,0.001008,10.812871,1
s8,1,0.002719,8.987115,1
d1,1,0.003198,8.690957,1
u1,1,0.003839,8.358446,1
a1,1,0.005725,7.63504,1
a4,1,0.010565,6.537064,0
v3,1,0.011865,6.330886,0
p5,1,0.01319,6.143496,0
p12,1,0.022691,5.191996,0
v1,1,0.028695,4.785797,0
s7,1,0.029963,4.711397,0
s3,1,0.036811,4.359133,0
s2,1,0.038846,4.267603,0
a3,1,0.041637,4.149916,0
p2,1,0.062055,3.481588,0
s6,1,0.066237,3.373904,0
b1,1,0.076843,3.130438,0
n5,1,0.102669,2.663593,0
n1,1,0.1062,2.609884,0
v2,1,0.156026,2.012322,0
a5,1,0.194274,1.684902,0
n2,1,0.217949,1.517826,0
d3,1,0.239704,1.382335,0
n3,1,0.266844,1.232901,0
p3,1,0.327901,0.95717,0
s4,1,0.330504,0.946921,0
a8,1,0.333465,0.935396,0
n6,1,0.366557,0.815304,0
n4,1,0.380675,0.768522,0
s1,1,0.408476,0.683233,0
b5,1,0.413707,0.668124,0
r1,1,0.417253,0.658038,0
d5,1,0.431927,0.617636,0
p4,1,0.506554,0.44118,0
a6,1,0.558926,0.341568,0
p6,1,0.562047,0.336172,0
p7,1,0.618753,0.247624,0
p10,1,0.625329,0.238448,0
s5,1,0.705346,0.14297,0
p1,1,0.732237,0.117067,0
v4,1,0.791349,0.069992,0
b4,1,0.799649,0.064415,0
a7,1,0.854158,0.033788,0
p8,1,0.979496,0.000661,0
