Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,97.52725,1
p10,1,0.0,87.11177,1
r3,1,0.0,73.148888,1
n6,1,0.0,52.657883,1
r4,1,0.0,49.508528,1
p2,1,0.0,49.007687,1
p8,1,0.0,40.10815,1
v4,1,0.0,32.917771,1
v2,1,1.2e-05,19.185294,1
r2,1,1.7e-05,18.531691,1
a6,1,4.8e-05,16.506417,1
p7,1,0.000337,12.853787,1
a1,1,0.000474,12.214129,1
r1,1,0.001069,10.704831,1
p4,1,0.001807,9.736234,1
n4,1,0.002196,9.377779,1
a7,1,0.002355,9.250114,1
n5,1,0.00382,8.367237,1
d3,1,0.00447,8.082407,1
v1,1,0.006391,7.436576,1
d1,1,0.010899,6.481742,0
s1,1,0.014301,6.000601,0
n2,1,0.018513,5.546943,0
p12,1,0.019788,5.430493,0
a5,1,0.023964,5.097233,0
d4,1,0.024925,5.029122,0
n1,1,0.026397,4.929851,0
s8,1,0.047468,3.928719,0
v3,1,0.058437,3.581195,0
s6,1,0.074615,3.178467,0
d5,1,0.07677,3.131992,0
p6,1,0.082385,3.017206,0
p5,1,0.087117,2.926848,0
d2,1,0.123727,2.369491,0
b2,1,0.132985,2.257303,0
b3,1,0.132985,2.257303,0
s3,1,0.20461,1.60916,0
n3,1,0.2191,1.510258,0
p3,1,0.231245,1.433185,0
u1,1,0.252614,1.308791,0
s4,1,0.350318,0.872305,0
u3,1,0.40237,0.701231,0
u2,1,0.422565,0.64317,0
a8,1,0.435678,0.60764,0
b4,1,0.452186,0.565167,0
a4,1,0.459099,0.548091,0
s2,1,0.506556,0.441174,0
a3,1,0.596824,0.279812,0
s7,1,0.597467,0.278833,0
p1,1,0.712986,0.135313,0
s5,1,0.715193,0.133146,0
b5,1,0.780942,0.077335,0
a2,1,0.943572,0.00501,0
