Feature,DoF,P Value,Chi Square,Is Significant
b2,1,5.6e-05,16.239699,1
b3,1,5.6e-05,16.239699,1
s8,1,0.000461,12.26869,1
a2,1,0.000505,12.098612,1
a1,1,0.001226,10.451414,1
p5,1,0.002044,9.509916,1
v3,1,0.002451,9.176602,1
p12,1,0.005505,7.705592,1
d2,1,0.005706,7.640726,1
s3,1,0.007326,7.191203,1
s7,1,0.008097,7.011939,1
d1,1,0.01056,6.537981,0
s2,1,0.010676,6.518463,0
a4,1,0.014347,5.994942,0
v1,1,0.023689,5.117281,0
u1,1,0.034238,4.482762,0
s6,1,0.043212,4.087102,0
p3,1,0.055535,3.665954,0
p4,1,0.077917,3.107822,0
a5,1,0.118459,2.437579,0
a8,1,0.140003,2.177929,0
v2,1,0.149262,2.079778,0
b1,1,0.155769,2.014825,0
d3,1,0.187149,1.73992,0
p6,1,0.203891,1.614279,0
s1,1,0.291756,1.111503,0
p8,1,0.338041,0.917846,0
s4,1,0.420504,0.648905,0
a6,1,0.49931,0.456404,0
n4,1,0.589479,0.291159,0
r1,1,0.633273,0.227649,0
d5,1,0.650594,0.205152,0
b4,1,0.686147,0.163289,0
p7,1,0.815958,0.054171,0
b5,1,0.830178,0.045999,0
s5,1,0.835131,0.043316,0
a7,1,0.897952,0.016448,0
p1,1,0.900361,0.015676,0
p2,1,0.927065,0.008379,0
