Feature,DoF,P Value,Chi Square,Is Significant
a6,1,0.122628,2.38343,0
p8,1,0.140346,2.174162,0
u3,1,0.143834,2.136456,0
r2,1,0.152205,2.05001,0
d3,1,0.170862,1.875366,0
a7,1,0.174789,1.841384,0
p9,1,0.179428,1.802353,0
a1,1,0.180268,1.795417,0
r3,1,0.183748,1.76705,0
r4,1,0.200583,1.638123,0
v2,1,0.255054,1.295406,0
p3,1,0.359333,0.840224,0
d1,1,0.382513,0.762609,0
s7,1,0.431773,0.618049,0
n1,1,0.488862,0.47903,0
u1,1,0.489826,0.476909,0
p10,1,0.497884,0.459443,0
d2,1,0.513563,0.426801,0
u2,1,0.514538,0.424828,0
v4,1,0.514721,0.424458,0
s5,1,0.524772,0.404505,0
r1,1,0.538737,0.377885,0
n2,1,0.539443,0.376573,0
p1,1,0.56276,0.334949,0
n6,1,0.564934,0.331233,0
b3,1,0.599953,0.275067,0
b2,1,0.599953,0.275067,0
p12,1,0.650952,0.204703,0
d4,1,0.67526,0.175511,0
a2,1,0.687707,0.161578,0
p5,1,0.697837,0.150731,0
s6,1,0.702621,0.14576,0
a5,1,0.704398,0.143937,0
b4,1,0.706098,0.142206,0
n4,1,0.707189,0.141101,0
p2,1,0.723759,0.124919,0
a4,1,0.736948,0.112827,0
n5,1,0.765855,0.088686,0
v3,1,0.769824,0.085618,0
a3,1,0.786532,0.073342,0
b5,1,0.818184,0.052845,0
n3,1,0.819403,0.052127,0
s3,1,0.829637,0.046297,0
p4,1,0.852416,0.034609,0
v1,1,0.857698,0.03215,0
d5,1,0.88165,0.022164,0
p6,1,0.88601,0.020551,0
s1,1,0.896893,0.016793,0
s2,1,0.904108,0.014514,0
a8,1,0.907934,0.013374,0
s4,1,0.919057,0.010327,0
s8,1,0.922547,0.009453,0
p7,1,0.975471,0.000945,0
