Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,44.46822,1
a7,1,0.008943,6.83409,1
s4,1,0.008957,6.831422,1
d3,1,0.009917,6.649753,1
d1,1,0.015887,5.815309,0
d5,1,0.019342,5.470324,0
s2,1,0.020628,5.357938,0
d4,1,0.021714,5.268544,0
s6,1,0.031319,4.635393,0
a2,1,0.068683,3.314208,0
s8,1,0.092383,2.832351,0
p5,1,0.126649,2.333104,0
s5,1,0.136877,2.212727,0
v3,1,0.138662,2.192747,0
u1,1,0.146486,2.108468,0
v2,1,0.175736,1.833316,0
n5,1,0.178102,1.813388,0
r4,1,0.179927,1.798227,0
a5,1,0.188167,1.731913,0
s7,1,0.203693,1.615699,0
a6,1,0.208014,1.585197,0
b4,1,0.307378,1.041907,0
a8,1,0.351981,0.866301,0
v4,1,0.369833,0.804226,0
n6,1,0.370796,0.800996,0
r1,1,0.389432,0.740716,0
s3,1,0.392307,0.731779,0
b5,1,0.420951,0.647658,0
n1,1,0.445983,0.58084,0
v1,1,0.453606,0.561626,0
s1,1,0.465785,0.531958,0
u3,1,0.479167,0.50076,0
p6,1,0.499005,0.457051,0
p8,1,0.518244,0.417387,0
a4,1,0.54661,0.363425,0
u2,1,0.576863,0.311333,0
a3,1,0.582582,0.302079,0
b2,1,0.613364,0.255305,0
b3,1,0.613364,0.255305,0
p7,1,0.6381,0.221236,0
p4,1,0.686196,0.163235,0
p3,1,0.704324,0.144012,0
n3,1,0.73137,0.117857,0
n2,1,0.763218,0.090756,0
n4,1,0.853373,0.034157,0
r3,1,0.904587,0.014369,0
p12,1,0.909506,0.012919,0
p2,1,0.944527,0.004842,0
d2,1,0.984448,0.00038,0
p1,1,0.985452,0.000332,0
