Feature,DoF,P Value,Chi Square,Is Significant
a8,1,0.011194,6.434313,0
a1,1,0.0127,6.210376,0
b2,1,0.016393,5.760195,0
b3,1,0.016393,5.760195,0
s8,1,0.075259,3.164422,0
s7,1,0.084813,2.970169,0
d2,1,0.098531,2.729167,0
p5,1,0.116739,2.460541,0
a2,1,0.140243,2.175289,0
d1,1,0.179664,1.800398,0
s3,1,0.196627,1.667251,0
u1,1,0.257597,1.281624,0
p4,1,0.323316,0.975487,0
p12,1,0.34802,0.880664,0
a4,1,0.371948,0.797148,0
s2,1,0.403325,0.698389,0
p7,1,0.540018,0.375506,0
b5,1,0.55991,0.339861,0
p3,1,0.66042,0.193014,0
b4,1,0.664008,0.188691,0
d5,1,0.694592,0.154159,0
p6,1,0.701254,0.14717,0
p8,1,0.727216,0.121684,0
r1,1,0.772496,0.083585,0
a7,1,0.889883,0.019169,0
n4,1,0.897069,0.016735,0
a6,1,0.920844,0.009875,0
s5,1,0.932628,0.007147,0
