Feature,DoF,P Value,Chi Square,Is Significant
p2,1,0.010539,6.541498,0
p11,1,0.045644,3.994702,0
p7,1,0.04864,3.887745,0
u1,1,0.178296,1.811769,0
v2,1,0.222484,1.488279,0
s7,1,0.249049,1.328629,0
s2,1,0.258751,1.275425,0
a6,1,0.267505,1.229497,0
v4,1,0.270517,1.214124,0
a3,1,0.345888,0.888485,0
s3,1,0.363371,0.826208,0
p1,1,0.394006,0.726543,0
p6,1,0.397977,0.71443,0
p3,1,0.419775,0.650944,0
b4,1,0.441692,0.591882,0
p9,1,0.487264,0.482561,0
s6,1,0.526684,0.400786,0
u2,1,0.585329,0.297698,0
v3,1,0.595384,0.282014,0
n1,1,0.595961,0.281131,0
u3,1,0.624184,0.240031,0
a4,1,0.628332,0.234329,0
s8,1,0.645843,0.211181,0
a7,1,0.731054,0.118146,0
n3,1,0.731871,0.1174,0
b5,1,0.760519,0.092903,0
n2,1,0.776725,0.080423,0
b2,1,0.778244,0.079303,0
b3,1,0.778244,0.079303,0
v1,1,0.808232,0.058907,0
a2,1,0.821962,0.050635,0
p4,1,0.832215,0.044886,0
p8,1,0.850028,0.035752,0
d3,1,0.869542,0.026975,0
a5,1,0.879229,0.023088,0
n5,1,0.949871,0.003953,0
n6,1,0.953102,0.003459,0
