Feature,DoF,P Value,Chi Square,Is Significant
a1,1,0.000145,14.437617,1
a8,1,0.008866,6.849721,1
b3,1,0.036499,4.373627,0
b2,1,0.036499,4.373627,0
d2,1,0.052068,3.773567,0
p5,1,0.061948,3.484448,0
s8,1,0.062123,3.479781,0
a2,1,0.090595,2.86376,0
s7,1,0.108976,2.569003,0
s3,1,0.175233,1.837592,0
a4,1,0.196164,1.670705,0
d1,1,0.246963,1.340404,0
u1,1,0.290871,1.115585,0
p4,1,0.303431,1.059055,0
p7,1,0.380904,0.767781,0
p3,1,0.438138,0.601155,0
s2,1,0.470297,0.521278,0
p6,1,0.471397,0.518699,0
a7,1,0.605285,0.267098,0
p12,1,0.638535,0.220663,0
p8,1,0.656609,0.197669,0
b4,1,0.72477,0.123968,0
n4,1,0.772467,0.083607,0
b5,1,0.796212,0.066694,0
a6,1,0.832453,0.044756,0
r1,1,0.87463,0.024895,0
s5,1,0.892528,0.018254,0
d5,1,0.970904,0.00133,0
