Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,31.296527,1
a7,1,0.001121,10.615629,1
d3,1,0.003294,8.636973,1
r2,1,0.005409,7.737491,1
a6,1,0.016445,5.754658,0
u3,1,0.016507,5.748096,0
r4,1,0.018691,5.530197,0
d1,1,0.029592,4.732822,0
v2,1,0.039026,4.259733,0
u1,1,0.062679,3.465042,0
p8,1,0.063293,3.448928,0
a1,1,0.066856,3.358562,0
r1,1,0.06996,3.283963,0
r3,1,0.072307,3.229851,0
s2,1,0.073493,3.203222,0
n6,1,0.125464,2.347756,0
s3,1,0.133735,2.248604,0
p2,1,0.166523,1.913968,0
s8,1,0.189262,1.723353,0
d4,1,0.211416,1.561704,0
d5,1,0.224839,1.473217,0
v4,1,0.227944,1.453642,0
n1,1,0.237515,1.395283,0
a3,1,0.243383,1.360893,0
s7,1,0.249871,1.324023,0
a5,1,0.274026,1.196482,0
n2,1,0.294712,1.09797,0
v3,1,0.307247,1.042471,0
p3,1,0.314614,1.011205,0
s4,1,0.32668,0.962014,0
v1,1,0.334809,0.930209,0
a2,1,0.340722,0.907713,0
s5,1,0.368413,0.809011,0
b4,1,0.369125,0.806609,0
s6,1,0.382456,0.762793,0
n4,1,0.405075,0.69321,0
u2,1,0.446334,0.579945,0
b2,1,0.474675,0.511071,0
b3,1,0.474675,0.511071,0
a8,1,0.490136,0.476229,0
b5,1,0.516985,0.419904,0
p5,1,0.534794,0.385275,0
n5,1,0.538441,0.378437,0
p6,1,0.596377,0.280495,0
d2,1,0.61397,0.254434,0
p4,1,0.799975,0.064201,0
n3,1,0.891691,0.018541,0
p12,1,0.934437,0.006767,0
s1,1,0.938036,0.006043,0
p1,1,0.945905,0.004604,0
p7,1,0.964084,0.002028,0
a4,1,0.990044,0.000156,0
