Feature,DoF,P Value,Chi Square,Is Significant
r3,1,0.0,30.827857,1
r4,1,1.2e-05,19.22928,1
p9,1,1.2e-05,19.114645,1
n6,1,0.001278,10.374431,1
p8,1,0.001419,10.181057,1
a1,1,0.002757,8.961723,1
a6,1,0.003122,8.734797,1
v4,1,0.007776,7.084398,1
r2,1,0.007875,7.061706,1
v2,1,0.017286,5.667076,0
d2,1,0.033051,4.543155,0
n4,1,0.042003,4.13508,0
s5,1,0.052257,3.767517,0
s7,1,0.054712,3.690832,0
d4,1,0.063179,3.451905,0
p2,1,0.077349,3.119745,0
a7,1,0.086382,2.940539,0
s2,1,0.086933,2.930278,0
d3,1,0.099728,2.709891,0
n5,1,0.110557,2.546242,0
d1,1,0.124913,2.354613,0
p5,1,0.131447,2.275336,0
b3,1,0.138801,2.191199,0
b2,1,0.138801,2.191199,0
n1,1,0.144309,2.131398,0
d5,1,0.209657,1.573794,0
p12,1,0.24168,1.370769,0
v3,1,0.245969,1.346057,0
u3,1,0.247355,1.338183,0
a3,1,0.295717,1.093408,0
a5,1,0.308522,1.036994,0
p7,1,0.309277,1.033761,0
s1,1,0.339277,0.913162,0
a8,1,0.37663,0.781674,0
s8,1,0.395689,0.721387,0
b5,1,0.401522,0.703765,0
u1,1,0.442673,0.589343,0
p4,1,0.4579,0.551022,0
r1,1,0.482475,0.493263,0
p6,1,0.500374,0.454143,0
p1,1,0.508558,0.437032,0
a4,1,0.535046,0.384798,0
v1,1,0.57878,0.308211,0
s3,1,0.579017,0.307827,0
n2,1,0.634981,0.225366,0
b4,1,0.722658,0.125961,0
a2,1,0.784708,0.074632,0
s6,1,0.806458,0.060024,0
s4,1,0.906294,0.013857,0
u2,1,0.938997,0.005857,0
p3,1,0.95313,0.003455,0
n3,1,0.986438,0.000289,0
