Feature,DoF,P Value,Chi Square,Is Significant
a8,1,0.000472,12.223713,1
b2,1,0.01383,6.059688,0
b3,1,0.01383,6.059688,0
a1,1,0.022039,5.24271,0
p5,1,0.05242,3.762306,0
v3,1,0.063496,3.443628,0
a2,1,0.085336,2.960229,0
s8,1,0.110422,2.548177,0
p4,1,0.150542,2.066752,0
u1,1,0.151945,2.052612,0
s7,1,0.211599,1.560451,0
d2,1,0.231916,1.429075,0
s3,1,0.249273,1.327374,0
p12,1,0.272567,1.203783,0
p7,1,0.280336,1.16546,0
n4,1,0.288745,1.125463,0
v2,1,0.289616,1.121407,0
d3,1,0.29042,1.117672,0
d1,1,0.327147,0.960159,0
a4,1,0.33839,0.91652,0
a6,1,0.419162,0.652664,0
p2,1,0.430608,0.621184,0
p8,1,0.458385,0.549835,0
b5,1,0.470699,0.520334,0
p3,1,0.531906,0.390748,0
d5,1,0.611236,0.258379,0
r1,1,0.624369,0.239774,0
d4,1,0.653705,0.201261,0
b4,1,0.742288,0.108126,0
s2,1,0.776317,0.080725,0
s5,1,0.798507,0.065168,0
a7,1,0.888646,0.019605,0
p6,1,0.990756,0.000134,0
