Feature,DoF,P Value,Chi Square,Is Significant
a1,1,9e-06,19.614459,1
a8,1,0.006187,7.495042,1
b3,1,0.029431,4.74224,0
b2,1,0.029431,4.74224,0
p5,1,0.050473,3.825691,0
d2,1,0.052595,3.756757,0
s8,1,0.055442,3.668736,0
s7,1,0.093653,2.810428,0
a2,1,0.093859,2.806902,0
s3,1,0.159113,1.982635,0
a4,1,0.200962,1.635369,0
p4,1,0.245775,1.347159,0
d1,1,0.252027,1.312031,0
u1,1,0.303228,1.059942,0
p7,1,0.335067,0.929213,0
p3,1,0.359673,0.839033,0
p6,1,0.463375,0.53773,0
s2,1,0.463408,0.53765,0
p12,1,0.56207,0.336132,0
p8,1,0.574386,0.315399,0
a7,1,0.580582,0.305295,0
b4,1,0.706494,0.141804,0
n4,1,0.712724,0.135571,0
b5,1,0.824838,0.048986,0
a6,1,0.837416,0.042107,0
r1,1,0.862363,0.030056,0
s5,1,0.895593,0.017222,0
d5,1,0.977955,0.000764,0
