Feature,DoF,P Value,Chi Square,Is Significant
r3,1,0.0,26.947706,1
p8,1,5e-06,20.940764,1
n5,1,0.000197,13.858006,1
p2,1,0.000471,12.227379,1
r4,1,0.000577,11.850339,1
n4,1,0.000624,11.701862,1
n6,1,0.00073,11.412106,1
p4,1,0.000928,10.966603,1
p3,1,0.001481,10.102062,1
b1,1,0.002343,9.259505,1
p7,1,0.00427,8.165265,1
p9,1,0.004681,7.998553,1
a5,1,0.019474,5.458459,0
v4,1,0.026369,4.93168,0
p12,1,0.037115,4.345131,0
a6,1,0.045867,3.986454,0
p5,1,0.047967,3.911147,0
s4,1,0.054496,3.69745,0
s1,1,0.06031,3.528831,0
u2,1,0.06163,3.492979,0
v1,1,0.077863,3.108959,0
v2,1,0.095533,2.778579,0
s5,1,0.152037,2.051691,0
b3,1,0.168075,1.900029,0
b2,1,0.168075,1.900029,0
a8,1,0.177097,1.821816,0
d2,1,0.185827,1.750399,0
v3,1,0.30115,1.069094,0
s2,1,0.321366,0.983379,0
b5,1,0.42153,0.646045,0
a3,1,0.433271,0.614041,0
s3,1,0.457254,0.552609,0
r1,1,0.493304,0.469311,0
n1,1,0.546286,0.364013,0
d1,1,0.570841,0.321277,0
d4,1,0.617418,0.249513,0
d5,1,0.6509,0.204768,0
u3,1,0.678053,0.172326,0
b4,1,0.683716,0.165973,0
p1,1,0.701063,0.147368,0
n3,1,0.778151,0.079371,0
s8,1,0.802948,0.062267,0
s6,1,0.824628,0.049105,0
s7,1,0.835831,0.042944,0
a4,1,0.885467,0.020748,0
u1,1,0.892703,0.018194,0
d3,1,0.898234,0.016356,0
a2,1,0.911127,0.012458,0
r2,1,0.922309,0.009511,0
a1,1,0.93529,0.006592,0
a7,1,0.940046,0.005657,0
p6,1,0.944119,0.004913,0
n2,1,0.944426,0.004859,0
