Feature,DoF,P Value,Chi Square,Is Significant
d2,1,0.005498,7.707996,1
s2,1,0.005525,7.699174,1
b2,1,0.009677,6.693473,1
b3,1,0.009677,6.693473,1
s8,1,0.016382,5.761368,0
s7,1,0.018765,5.523314,0
s3,1,0.020449,5.373153,0
p10,1,0.024417,5.064766,0
u1,1,0.032852,4.553497,0
p12,1,0.034502,4.469642,0
p2,1,0.045269,4.008593,0
a2,1,0.056051,3.650527,0
p7,1,0.064637,3.414217,0
a4,1,0.083171,3.001823,0
s6,1,0.1568,2.00482,0
d5,1,0.23256,1.425136,0
p6,1,0.278134,1.176185,0
r1,1,0.281096,1.161784,0
b4,1,0.290178,1.118796,0
n3,1,0.292485,1.108149,0
n5,1,0.308708,1.036194,0
p1,1,0.31903,0.992918,0
n6,1,0.320796,0.985697,0
n2,1,0.331061,0.944745,0
v2,1,0.343039,0.899042,0
v1,1,0.351451,0.86821,0
n4,1,0.373461,0.792116,0
s1,1,0.374108,0.789975,0
p5,1,0.384516,0.756213,0
p9,1,0.422918,0.642192,0
s5,1,0.436528,0.605393,0
p4,1,0.436739,0.604834,0
n1,1,0.445492,0.582097,0
a3,1,0.499659,0.45566,0
v3,1,0.527007,0.40016,0
p3,1,0.559262,0.340984,0
s4,1,0.567501,0.326882,0
a5,1,0.612054,0.257195,0
p8,1,0.626025,0.23749,0
a8,1,0.637545,0.221967,0
u3,1,0.668802,0.183007,0
u2,1,0.681012,0.168989,0
v4,1,0.797902,0.065568,0
d3,1,0.805148,0.060856,0
b5,1,0.834223,0.043802,0
a7,1,0.85883,0.031636,0
a1,1,0.875941,0.024372,0
a6,1,0.921523,0.009705,0
