Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,49.218676,1
s8,1,2e-06,22.692854,1
s5,1,3e-06,21.949033,1
s7,1,1.7e-05,18.553599,1
s2,1,2e-05,18.196577,1
p2,1,0.000137,14.54594,1
p6,1,0.000308,13.01962,1
s6,1,0.00052,12.043686,1
p7,1,0.006419,7.42884,1
n6,1,0.010582,6.534121,0
v1,1,0.013568,6.093532,0
v4,1,0.014649,5.958244,0
p4,1,0.015777,5.827515,0
r1,1,0.016733,5.724135,0
a3,1,0.035747,4.40914,0
s3,1,0.052882,3.747639,0
u3,1,0.059314,3.556452,0
r4,1,0.080042,3.06404,0
p12,1,0.082662,3.011775,0
p3,1,0.089955,2.875173,0
d2,1,0.09837,2.731774,0
n2,1,0.111122,2.538191,0
n3,1,0.135578,2.227449,0
p8,1,0.143485,2.140183,0
n5,1,0.155415,2.018282,0
v2,1,0.192768,1.696336,0
r2,1,0.230413,1.43831,0
r3,1,0.244386,1.355112,0
u2,1,0.268982,1.221931,0
d5,1,0.280234,1.165955,0
s1,1,0.296686,1.089032,0
a5,1,0.330291,0.947757,0
d1,1,0.351004,0.869823,0
b5,1,0.380216,0.770002,0
v3,1,0.396203,0.719819,0
n4,1,0.3981,0.714058,0
b2,1,0.421018,0.647471,0
b3,1,0.421018,0.647471,0
a7,1,0.472877,0.515246,0
p1,1,0.505127,0.444148,0
d3,1,0.524684,0.404677,0
d4,1,0.554303,0.349665,0
a6,1,0.573184,0.317384,0
a4,1,0.586406,0.295992,0
a8,1,0.728435,0.120553,0
a2,1,0.789126,0.071527,0
b4,1,0.811869,0.056651,0
s4,1,0.897075,0.016733,0
n1,1,0.922884,0.009371,0
a1,1,0.926551,0.008498,0
u1,1,0.95704,0.002902,0
p5,1,0.960048,0.002509,0
