Feature,DoF,P Value,Chi Square,Is Significant
p9,1,8e-05,15.568864,1
s5,1,0.002201,9.373584,1
s8,1,0.003313,8.626302,1
s7,1,0.008583,6.90763,1
s2,1,0.013229,6.138162,0
s6,1,0.020471,5.371304,0
p6,1,0.051869,3.779978,0
u3,1,0.056173,3.646934,0
p2,1,0.061009,3.509731,0
p7,1,0.144418,2.130247,0
v4,1,0.195961,1.672226,0
n6,1,0.197161,1.663279,0
v1,1,0.204732,1.608292,0
p12,1,0.213055,1.550543,0
r1,1,0.230453,1.438065,0
p4,1,0.24506,1.35125,0
a3,1,0.265051,1.242184,0
n5,1,0.281355,1.160531,0
d2,1,0.290275,1.118346,0
n3,1,0.294753,1.097784,0
d5,1,0.337412,0.92024,0
p3,1,0.34064,0.90802,0
r4,1,0.341048,0.906488,0
u2,1,0.364685,0.821695,0
a6,1,0.404219,0.695738,0
n4,1,0.411373,0.674828,0
s3,1,0.456298,0.554961,0
s1,1,0.471541,0.518363,0
n2,1,0.502882,0.448849,0
b2,1,0.543662,0.368794,0
b3,1,0.543662,0.368794,0
d4,1,0.561321,0.337423,0
v3,1,0.580672,0.305149,0
s4,1,0.58374,0.300227,0
v2,1,0.619725,0.246255,0
a4,1,0.633369,0.22752,0
r2,1,0.633553,0.227273,0
r3,1,0.688414,0.160808,0
p1,1,0.697764,0.150808,0
d1,1,0.711622,0.136662,0
a2,1,0.761298,0.092281,0
b4,1,0.776718,0.080428,0
b5,1,0.813545,0.055627,0
a5,1,0.831882,0.045066,0
u1,1,0.880816,0.022481,0
p8,1,0.884568,0.021078,0
a1,1,0.893294,0.017993,0
n1,1,0.913666,0.011754,0
d3,1,0.916899,0.010887,0
p5,1,0.920393,0.009988,0
a7,1,0.947867,0.004275,0
a8,1,0.948072,0.004242,0
