Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,73.654686,1
p2,1,0.0,29.628303,1
p7,1,0.0,26.745186,1
s8,1,1e-06,23.318833,1
p8,1,2.5e-05,17.748358,1
r4,1,2.7e-05,17.617896,1
v4,1,7.3e-05,15.736334,1
r3,1,9.6e-05,15.218068,1
n6,1,0.000124,14.726505,1
p6,1,0.000134,14.5865,1
p4,1,0.000247,13.435315,1
n5,1,0.000365,12.705373,1
s5,1,0.000387,12.595947,1
n4,1,0.000904,11.015117,1
p3,1,0.001469,10.116613,1
s7,1,0.001599,9.960748,1
s6,1,0.001746,9.799489,1
s2,1,0.001772,9.771493,1
v1,1,0.001862,9.681039,1
r1,1,0.002221,9.357543,1
u3,1,0.010425,6.560859,0
v2,1,0.010499,6.548218,0
a3,1,0.013275,6.132132,0
a5,1,0.02093,5.332622,0
p12,1,0.030116,4.70268,0
u2,1,0.03042,4.685399,0
p5,1,0.041805,4.143099,0
s1,1,0.04323,4.086399,0
n3,1,0.06563,3.389073,0
d4,1,0.070289,3.276253,0
r2,1,0.07429,3.185597,0
s3,1,0.074834,3.173673,0
v3,1,0.078775,3.089988,0
n2,1,0.114247,2.494465,0
d1,1,0.121813,2.393859,0
d5,1,0.164968,1.928085,0
b5,1,0.282843,1.153381,0
a4,1,0.310066,1.030393,0
a6,1,0.386751,0.749134,0
a8,1,0.444737,0.584029,0
d2,1,0.499392,0.456228,0
d3,1,0.503023,0.448553,0
b4,1,0.543821,0.368504,0
a1,1,0.595173,0.282338,0
n1,1,0.622481,0.242395,0
a7,1,0.661462,0.191752,0
u1,1,0.736758,0.112997,0
b3,1,0.809867,0.057887,0
b2,1,0.809867,0.057887,0
p1,1,0.824982,0.048904,0
s4,1,0.842805,0.039326,0
a2,1,0.897899,0.016465,0
