Feature,DoF,P Value,Chi Square,Is Significant
p12,1,2e-06,22.237206,1
s8,1,1.3e-05,19.02439,1
b3,1,0.000247,13.436006,1
b2,1,0.000247,13.436006,1
p5,1,0.00034,12.835768,1
s7,1,0.000643,11.64627,1
v3,1,0.001015,10.800458,1
p3,1,0.001055,10.729133,1
p4,1,0.002671,9.019828,1
a1,1,0.002892,8.874694,1
v1,1,0.003292,8.638023,1
s3,1,0.003385,8.587552,1
a2,1,0.004045,8.263725,1
s2,1,0.004961,7.893738,1
d2,1,0.007146,7.235901,1
s6,1,0.007885,7.059388,1
d1,1,0.009045,6.813948,1
a4,1,0.012194,6.282402,0
p8,1,0.026722,4.908692,0
a5,1,0.040311,4.204758,0
p6,1,0.046775,3.953449,0
v2,1,0.064995,3.405102,0
n4,1,0.078592,3.093789,0
u1,1,0.079411,3.076923,0
a8,1,0.079529,3.07451,0
p7,1,0.099452,2.714314,0
p2,1,0.124466,2.360203,0
s4,1,0.242238,1.367521,0
d3,1,0.295868,1.092724,0
r1,1,0.327723,0.957876,0
s5,1,0.445411,0.582303,0
d5,1,0.45046,0.569494,0
a6,1,0.453146,0.562771,0
a7,1,0.703334,0.145027,0
b5,1,0.855151,0.033325,0
p1,1,0.908311,0.013264,0
b4,1,0.953285,0.003432,0
s1,1,0.986408,0.00029,0
