Feature,DoF,P Value,Chi Square,Is Significant
p6,1,0.009667,6.695255,1
p9,1,0.010344,6.574661,0
s8,1,0.011693,6.356839,0
s7,1,0.012519,6.235828,0
s2,1,0.018502,5.547989,0
v2,1,0.035625,4.414959,0
p8,1,0.060101,3.534583,0
u1,1,0.090613,2.863457,0
s3,1,0.101981,2.674286,0
s6,1,0.107021,2.597676,0
v1,1,0.201912,1.628487,0
n6,1,0.25239,1.310023,0
n5,1,0.267981,1.227052,0
p4,1,0.275853,1.187406,0
a5,1,0.351076,0.869565,0
p1,1,0.39114,0.735395,0
a4,1,0.39162,0.733908,0
n1,1,0.447942,0.575855,0
a6,1,0.477242,0.505159,0
b4,1,0.516055,0.42177,0
n2,1,0.64015,0.218545,0
p7,1,0.652572,0.202672,0
n3,1,0.668581,0.183266,0
p2,1,0.731558,0.117686,0
b3,1,0.760865,0.092626,0
b2,1,0.760865,0.092626,0
v4,1,0.775936,0.081008,0
u2,1,0.787304,0.072799,0
p3,1,0.789753,0.071092,0
u3,1,0.841542,0.039969,0
b5,1,0.874458,0.024964,0
d3,1,0.895063,0.017398,0
v3,1,0.925921,0.008645,0
a2,1,0.926374,0.008539,0
a3,1,0.961992,0.002271,0
a7,1,0.981201,0.000555,0
