Feature,DoF,P Value,Chi Square,Is Significant
p12,1,0.014795,5.940675,0
p2,1,0.020191,5.395291,0
b3,1,0.020429,5.374896,0
b2,1,0.020429,5.374896,0
s8,1,0.025398,4.996532,0
d2,1,0.031886,4.604602,0
s2,1,0.037585,4.323698,0
u1,1,0.06415,3.426713,0
a2,1,0.066675,3.363049,0
s3,1,0.098114,2.73593,0
a4,1,0.123171,2.376526,0
n3,1,0.12663,2.333333,0
p7,1,0.136165,2.220768,0
s7,1,0.138528,2.194233,0
n2,1,0.156138,2.01124,0
v3,1,0.189927,1.718182,0
s1,1,0.207818,1.586559,0
p5,1,0.227457,1.456691,0
v2,1,0.39311,0.729299,0
b5,1,0.404305,0.695485,0
v1,1,0.417421,0.657565,0
s6,1,0.459266,0.547684,0
b4,1,0.470608,0.520548,0
a3,1,0.485749,0.48593,0
r1,1,0.518128,0.417619,0
d5,1,0.521772,0.41039,0
v4,1,0.535463,0.384013,0
a6,1,0.549893,0.357509,0
p8,1,0.665803,0.186551,0
a1,1,0.670172,0.181401,0
n6,1,0.670974,0.180464,0
n4,1,0.694519,0.154236,0
n1,1,0.727383,0.121528,0
s4,1,0.732383,0.116935,0
p3,1,0.773907,0.082523,0
a8,1,0.789176,0.071493,0
s5,1,0.792381,0.069285,0
n5,1,0.796658,0.066396,0
p1,1,0.803776,0.061734,0
a5,1,0.848412,0.036536,0
d3,1,0.888454,0.019673,0
p6,1,0.899723,0.015879,0
p4,1,0.931204,0.007453,0
a7,1,0.938629,0.005928,0
