Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,31.395028,1
p3,1,6e-06,20.545762,1
n5,1,0.000138,14.533984,1
p4,1,0.000644,11.645606,1
a5,1,0.002578,9.08442,1
s2,1,0.007334,7.189279,1
p7,1,0.007522,7.143947,1
s7,1,0.007851,7.067204,1
s6,1,0.015187,5.894678,0
p5,1,0.015954,5.807961,0
s8,1,0.018764,5.523348,0
p8,1,0.019671,5.440819,0
a3,1,0.022637,5.196147,0
s3,1,0.046588,3.960209,0
n1,1,0.075947,3.14957,0
v1,1,0.077222,3.122424,0
a2,1,0.085568,2.955828,0
s5,1,0.089544,2.882554,0
n4,1,0.095418,2.780511,0
d5,1,0.121323,2.400153,0
v3,1,0.159116,1.982609,0
p6,1,0.177486,1.818547,0
p1,1,0.187565,1.736639,0
b4,1,0.18765,1.735968,0
u2,1,0.235963,1.404552,0
p12,1,0.253349,1.30474,0
a1,1,0.266836,1.232942,0
r3,1,0.275812,1.187609,0
a4,1,0.302478,1.063238,0
b5,1,0.309635,1.032233,0
n2,1,0.311543,1.024124,0
d1,1,0.315922,1.005757,0
s4,1,0.323593,0.974368,0
u3,1,0.371554,0.798461,0
p2,1,0.415537,0.662904,0
d4,1,0.449242,0.572565,0
a7,1,0.511974,0.43003,0
d3,1,0.602528,0.2712,0
b2,1,0.676925,0.173608,0
b3,1,0.676925,0.173608,0
n3,1,0.679714,0.170447,0
a8,1,0.696004,0.152662,0
r4,1,0.763468,0.090559,0
s1,1,0.767246,0.087604,0
n6,1,0.796249,0.06667,0
v2,1,0.819835,0.051874,0
v4,1,0.825421,0.048655,0
u1,1,0.838653,0.04146,0
r2,1,0.889544,0.019288,0
r1,1,0.935569,0.006535,0
a6,1,0.964394,0.001993,0
d2,1,0.98102,0.000566,0
