Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,25.424249,1
p11,1,1e-06,24.324838,1
n6,1,2.1e-05,18.114716,1
r3,1,8e-05,15.547469,1
a7,1,0.000128,14.678201,1
r2,1,0.0004,12.531093,1
r4,1,0.000596,11.788269,1
a1,1,0.00075,11.360576,1
n1,1,0.001572,9.992153,1
p10,1,0.001717,9.829599,1
d3,1,0.002504,9.13734,1
a6,1,0.00312,8.735832,1
p2,1,0.005368,7.751039,1
v2,1,0.008097,7.011798,1
p3,1,0.008598,6.904491,1
v4,1,0.010039,6.627944,0
u3,1,0.033078,4.541744,0
a4,1,0.046374,3.967957,0
d2,1,0.089802,2.877912,0
d5,1,0.11392,2.498983,0
d1,1,0.135057,2.233392,0
p12,1,0.146408,2.10928,0
r1,1,0.158299,1.990402,0
n2,1,0.171186,1.872524,0
a3,1,0.174778,1.84148,0
p6,1,0.192036,1.701924,0
b5,1,0.1975,1.660764,0
b2,1,0.239805,1.381739,0
b3,1,0.239805,1.381739,0
p7,1,0.258614,1.276163,0
p8,1,0.263498,1.250286,0
d4,1,0.306957,1.043722,0
u2,1,0.332477,0.939225,0
s6,1,0.343552,0.89713,0
v3,1,0.364344,0.822865,0
u1,1,0.39786,0.714783,0
p5,1,0.443518,0.587164,0
a2,1,0.481526,0.495405,0
n5,1,0.489628,0.477344,0
s1,1,0.497101,0.461119,0
s8,1,0.49939,0.456232,0
a5,1,0.514317,0.425274,0
n4,1,0.537704,0.379812,0
s4,1,0.572452,0.318597,0
p4,1,0.59414,0.283925,0
s7,1,0.611655,0.257773,0
v1,1,0.618118,0.248521,0
b4,1,0.637502,0.222023,0
s3,1,0.807439,0.059405,0
s5,1,0.864129,0.029282,0
s2,1,0.878659,0.023308,0
a8,1,0.896385,0.01696,0
n3,1,0.95942,0.002589,0
p1,1,0.998846,2e-06,0
