Feature,DoF,P Value,Chi Square,Is Significant
b2,1,0.000467,12.244675,1
b3,1,0.000467,12.244675,1
d1,1,0.004603,8.029234,1
a2,1,0.007966,7.041058,1
d2,1,0.008259,6.97642,1
u1,1,0.010934,6.475967,0
v3,1,0.011622,6.367573,0
s8,1,0.017419,5.653707,0
p12,1,0.019649,5.442856,0
v1,1,0.035582,4.417046,0
a4,1,0.053364,3.732482,0
p5,1,0.05607,3.649989,0
v2,1,0.0866,2.936475,0
s6,1,0.087733,2.915485,0
s3,1,0.10379,2.646319,0
s7,1,0.11257,2.51777,0
a1,1,0.129132,2.302913,0
s2,1,0.131615,2.273353,0
p2,1,0.135249,2.231199,0
a3,1,0.141364,2.163045,0
d3,1,0.157538,1.997697,0
n6,1,0.215725,1.532587,0
n5,1,0.217575,1.520297,0
b5,1,0.230857,1.435573,0
n3,1,0.298593,1.080467,0
a8,1,0.303961,1.056734,0
n2,1,0.332532,0.939012,0
s4,1,0.333235,0.936284,0
a5,1,0.344093,0.895121,0
n1,1,0.370488,0.802027,0
p7,1,0.396268,0.719621,0
a6,1,0.402181,0.701796,0
r1,1,0.433393,0.613714,0
d5,1,0.433393,0.613714,0
n4,1,0.458632,0.549231,0
s5,1,0.537333,0.380506,0
s1,1,0.589107,0.291741,0
p1,1,0.673228,0.177849,0
p3,1,0.772511,0.083574,0
p4,1,0.773612,0.082745,0
p6,1,0.879001,0.023176,0
a7,1,0.917875,0.010632,0
v4,1,0.922235,0.00953,0
b4,1,0.976154,0.000893,0
p8,1,0.995765,2.8e-05,0
