Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,33.343223,1
r4,1,0.005323,7.766165,1
r2,1,0.011293,6.418576,0
s8,1,0.01568,5.838431,0
r3,1,0.019033,5.498501,0
p2,1,0.021114,5.317332,0
v2,1,0.025276,5.004906,0
a7,1,0.028504,4.797339,0
d3,1,0.029225,4.754286,0
v4,1,0.030886,4.659299,0
p8,1,0.042053,4.133065,0
s5,1,0.045044,4.017003,0
r1,1,0.046865,3.950214,0
n6,1,0.048168,3.904116,0
s2,1,0.058842,3.569738,0
a1,1,0.064173,3.42611,0
p6,1,0.080431,3.056165,0
a6,1,0.081288,3.038961,0
d1,1,0.103073,2.65734,0
n2,1,0.123636,2.370641,0
p7,1,0.153654,2.035595,0
s6,1,0.167287,1.907088,0
v1,1,0.186077,1.748406,0
d4,1,0.220413,1.501678,0
v3,1,0.256894,1.285419,0
n1,1,0.263046,1.252655,0
d5,1,0.306942,1.043787,0
u4,1,0.317288,1.000092,0
u1,1,0.355633,0.853254,0
s7,1,0.358845,0.841931,0
s4,1,0.406903,0.687831,0
p5,1,0.41336,0.669115,0
s3,1,0.427937,0.628415,0
p1,1,0.48484,0.487956,0
p3,1,0.515466,0.422955,0
u3,1,0.520116,0.413664,0
a5,1,0.534283,0.38624,0
p12,1,0.551169,0.355226,0
a3,1,0.566763,0.328128,0
n3,1,0.586805,0.295362,0
p4,1,0.610819,0.258984,0
s1,1,0.669002,0.182772,0
a2,1,0.729529,0.119545,0
n5,1,0.732437,0.116885,0
b5,1,0.824868,0.048969,0
d2,1,0.847871,0.036801,0
b4,1,0.848147,0.036666,0
u2,1,0.858217,0.031914,0
b3,1,0.860309,0.030969,0
b2,1,0.860309,0.030969,0
a4,1,0.893788,0.017826,0
a8,1,0.905543,0.014081,0
n4,1,0.979493,0.000661,0
