Feature,DoF,P Value,Chi Square,Is Significant
p8,1,0.071212,3.254865,0
u3,1,0.130682,2.284382,0
a6,1,0.237011,1.398283,0
d3,1,0.280202,1.166108,0
n4,1,0.325703,0.965906,0
v2,1,0.350789,0.870601,0
s3,1,0.405268,0.692641,0
a7,1,0.409318,0.68078,0
v1,1,0.435985,0.606826,0
r3,1,0.455243,0.557566,0
r1,1,0.463849,0.536592,0
b5,1,0.505633,0.443095,0
r2,1,0.52501,0.40404,0
a5,1,0.556321,0.346114,0
n5,1,0.571163,0.320741,0
b4,1,0.571449,0.320264,0
s4,1,0.573183,0.317386,0
b3,1,0.577689,0.309985,0
b2,1,0.577689,0.309985,0
d5,1,0.579158,0.307598,0
p6,1,0.590857,0.289008,0
s2,1,0.594874,0.282797,0
u1,1,0.614328,0.25392,0
p9,1,0.618597,0.247845,0
p2,1,0.622101,0.242926,0
r4,1,0.627959,0.234839,0
v4,1,0.66295,0.189959,0
u2,1,0.676658,0.173912,0
d1,1,0.68645,0.162956,0
s6,1,0.688631,0.160572,0
p4,1,0.732989,0.116385,0
a3,1,0.744865,0.105897,0
a1,1,0.7479,0.103304,0
a2,1,0.748971,0.102398,0
a8,1,0.766499,0.088183,0
n2,1,0.766761,0.08798,0
p1,1,0.788821,0.071739,0
a4,1,0.817707,0.053128,0
p3,1,0.847094,0.037183,0
p5,1,0.848728,0.036383,0
v3,1,0.882986,0.021663,0
d4,1,0.896291,0.016991,0
n3,1,0.900655,0.015584,0
s7,1,0.902339,0.015057,0
s5,1,0.905782,0.014009,0
s1,1,0.913051,0.011923,0
d2,1,0.918317,0.010517,0
n1,1,0.922884,0.009371,0
p7,1,0.925291,0.008793,0
n6,1,0.982869,0.000461,0
s8,1,0.990917,0.00013,0
