Feature,DoF,P Value,Chi Square,Is Significant
a8,1,0.124541,2.359259,0
s2,1,0.145729,2.116402,0
p2,1,0.196667,1.666955,0
b4,1,0.280425,1.165029,0
a1,1,0.37472,0.787953,0
s8,1,0.37472,0.787953,0
s3,1,0.37472,0.787953,0
p12,1,0.382733,0.761905,0
p7,1,0.398025,0.714286,0
v3,1,0.504985,0.444444,0
v2,1,0.611541,0.257937,0
p10,1,0.686591,0.1628,0
b3,1,0.686591,0.1628,0
b2,1,0.686591,0.1628,0
p3,1,0.69627,0.152381,0
a4,1,0.771084,0.084656,0
s7,1,0.771084,0.084656,0
a6,1,0.771084,0.084656,0
b5,1,0.838464,0.041558,0
p4,1,0.838464,0.041558,0
a7,1,0.838464,0.041558,0
d5,1,0.848936,0.036281,0
r1,1,0.848936,0.036281,0
d2,1,0.848936,0.036281,0
n4,1,0.848936,0.036281,0
p6,1,0.949375,0.004031,0
a2,1,0.949375,0.004031,0
p8,1,0.949375,0.004031,0
u1,1,0.949375,0.004031,0
s5,1,1.0,0.0,0
p5,1,1.0,0.0,0
