Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,172.526333,1
r3,1,0.0,67.994204,1
r4,1,0.0,55.231034,1
n6,1,0.0,50.421543,1
p2,1,0.0,47.213116,1
v4,1,0.0,40.826443,1
p8,1,0.0,39.688425,1
r2,1,1e-06,25.047203,1
v2,1,3e-06,21.781175,1
a6,1,1.7e-05,18.476716,1
p7,1,5.4e-05,16.314139,1
d3,1,0.000406,12.506472,1
a7,1,0.000553,11.926906,1
a1,1,0.000669,11.574525,1
r1,1,0.000729,11.414223,1
p4,1,0.001392,10.216632,1
n5,1,0.002199,9.375136,1
v1,1,0.002282,9.307252,1
d1,1,0.003032,8.788383,1
n4,1,0.003238,8.668277,1
a5,1,0.007894,7.05729,1
d4,1,0.008111,7.008878,1
p12,1,0.015123,5.902105,0
v3,1,0.015335,5.877513,0
s8,1,0.017466,5.648907,0
n2,1,0.021058,5.32196,0
s6,1,0.022456,5.210077,0
s1,1,0.025972,4.957885,0
d5,1,0.032242,4.585598,0
p5,1,0.034394,4.47499,0
n1,1,0.035734,4.409735,0
d2,1,0.074826,3.173855,0
p6,1,0.075166,3.166436,0
b2,1,0.114777,2.487184,0
b3,1,0.114777,2.487184,0
p3,1,0.137614,2.204443,0
u1,1,0.208057,1.584892,0
s3,1,0.21898,1.511045,0
s2,1,0.288674,1.125795,0
n3,1,0.316516,1.003288,0
s5,1,0.3883,0.74426,0
u4,1,0.395898,0.72075,0
u2,1,0.401129,0.70494,0
a8,1,0.4294,0.624446,0
u3,1,0.483651,0.490621,0
a4,1,0.519574,0.414739,0
b4,1,0.522924,0.408123,0
a3,1,0.531736,0.391073,0
s7,1,0.538222,0.378845,0
p1,1,0.575358,0.313799,0
a2,1,0.721988,0.126596,0
s4,1,0.771692,0.084194,0
b5,1,0.841887,0.039792,0
