Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,165.663694,1
n5,1,0.0,26.407371,1
n6,1,4e-06,21.512987,1
p2,1,4.3e-05,16.712472,1
r4,1,0.000266,13.294589,1
a7,1,0.000655,11.612415,1
d5,1,0.002294,9.29807,1
a3,1,0.003192,8.694397,1
r3,1,0.003884,8.337382,1
r2,1,0.006374,7.441386,1
s7,1,0.008519,6.920912,1
p4,1,0.008528,6.919009,1
a5,1,0.008821,6.858753,1
s6,1,0.012926,6.179229,0
a6,1,0.027348,4.868689,0
n4,1,0.044396,4.041435,0
d1,1,0.050562,3.822718,0
s3,1,0.053247,3.736136,0
p3,1,0.065019,3.404506,0
d3,1,0.071721,3.243193,0
v4,1,0.077114,3.124702,0
p8,1,0.077827,3.109699,0
d4,1,0.082452,3.015888,0
s8,1,0.103728,2.647262,0
p12,1,0.109477,2.561749,0
p7,1,0.114398,2.492388,0
s2,1,0.119986,2.417508,0
b5,1,0.137679,2.203705,0
v3,1,0.175842,1.832418,0
u1,1,0.181441,1.785784,0
r1,1,0.183859,1.766154,0
s5,1,0.194872,1.680395,0
v1,1,0.202628,1.623332,0
s4,1,0.222867,1.485816,0
p5,1,0.228298,1.451436,0
n1,1,0.256054,1.289968,0
u2,1,0.274788,1.192687,0
p1,1,0.324258,0.971694,0
v2,1,0.342131,0.902429,0
a2,1,0.342317,0.901734,0
s1,1,0.381675,0.765299,0
a1,1,0.391214,0.735165,0
b3,1,0.452463,0.564474,0
b2,1,0.452463,0.564474,0
u3,1,0.515307,0.423276,0
a4,1,0.603154,0.270265,0
d2,1,0.611257,0.258348,0
p6,1,0.710271,0.138006,0
n2,1,0.799387,0.064587,0
b4,1,0.823887,0.049528,0
a8,1,0.909424,0.012943,0
n3,1,0.933505,0.006961,0
