Feature,DoF,P Value,Chi Square,Is Significant
u1,1,0.024333,5.07076,0
v4,1,0.082975,3.005637,0
s3,1,0.350557,0.871441,0
s2,1,0.461053,0.543336,0
s7,1,0.47347,0.513866,0
n5,1,0.526331,0.401471,0
n6,1,0.52893,0.396447,0
a4,1,0.544497,0.367268,0
s8,1,0.574495,0.315219,0
n1,1,0.595961,0.281131,0
v2,1,0.625341,0.238432,0
a3,1,0.645903,0.211104,0
a5,1,0.668656,0.183179,0
v1,1,0.674947,0.175869,0
a2,1,0.718954,0.129497,0
n3,1,0.731871,0.1174,0
b4,1,0.741535,0.108782,0
n2,1,0.776725,0.080423,0
v3,1,0.869262,0.027092,0
d3,1,0.911693,0.0123,0
a6,1,0.925828,0.008667,0
a7,1,0.981853,0.000517,0
b3,1,0.98247,0.000483,0
b2,1,0.98247,0.000483,0
s6,1,0.996309,2.1e-05,0
