Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,32.318905,1
p3,1,0.0,25.298007,1
n5,1,1e-06,23.624056,1
p7,1,3e-06,21.75611,1
p4,1,8e-06,19.85889,1
p2,1,1.4e-05,18.922909,1
n4,1,3.2e-05,17.31848,1
s8,1,0.000272,13.25233,1
p8,1,0.000643,11.646318,1
s7,1,0.000681,11.540936,1
a3,1,0.001466,10.121347,1
u3,1,0.001565,10.0,1
u2,1,0.001833,9.70974,1
n6,1,0.002946,8.840835,1
a5,1,0.006162,7.502433,1
p6,1,0.006697,7.352442,1
s6,1,0.014576,5.967051,0
v1,1,0.017111,5.684968,0
p12,1,0.018873,5.513256,0
s2,1,0.026748,4.907035,0
v4,1,0.028549,4.794607,0
r3,1,0.029104,4.761432,0
r4,1,0.03386,4.501749,0
s3,1,0.038165,4.297659,0
s5,1,0.040052,4.21567,0
b5,1,0.050058,3.839522,0
p5,1,0.054541,3.696064,0
s1,1,0.076778,3.131829,0
n1,1,0.078014,3.105799,0
a4,1,0.079837,3.068215,0
a1,1,0.101572,2.680681,0
r1,1,0.108301,2.578842,0
d2,1,0.124178,2.363815,0
n3,1,0.153329,2.038816,0
d3,1,0.177656,1.81712,0
a7,1,0.193097,1.693831,0
s4,1,0.196127,1.670982,0
d4,1,0.280783,1.163295,0
u4,1,0.283958,1.148048,0
d5,1,0.35545,0.853906,0
v3,1,0.371613,0.798263,0
p1,1,0.410395,0.677656,0
b4,1,0.50607,0.442184,0
d1,1,0.537243,0.380673,0
a8,1,0.55201,0.353729,0
v2,1,0.584586,0.298878,0
r2,1,0.591945,0.287316,0
n2,1,0.673878,0.177099,0
a2,1,0.69521,0.153503,0
a6,1,0.714543,0.133781,0
b3,1,0.977125,0.000822,0
b2,1,0.977125,0.000822,0
u1,1,0.994793,4.3e-05,0
