Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.000587,11.817474,1
a7,1,0.019839,5.425963,0
d3,1,0.042009,4.134837,0
u3,1,0.056415,3.639759,0
s4,1,0.075926,3.150029,0
b4,1,0.081176,3.041205,0
a2,1,0.091135,2.854209,0
s2,1,0.117307,2.45291,0
r3,1,0.146949,2.10364,0
p5,1,0.200503,1.638708,0
s1,1,0.206956,1.592595,0
n3,1,0.207857,1.586291,0
p2,1,0.216228,1.529232,0
a5,1,0.220036,1.504135,0
d1,1,0.233213,1.421157,0
n4,1,0.238779,1.387786,0
d5,1,0.245173,1.350604,0
u4,1,0.271227,1.210529,0
r2,1,0.276238,1.185507,0
a6,1,0.287513,1.13123,0
s3,1,0.318969,0.99317,0
u2,1,0.35351,0.860819,0
s6,1,0.388846,0.742549,0
v3,1,0.396828,0.717918,0
a8,1,0.421193,0.646984,0
u1,1,0.423728,0.639953,0
n6,1,0.434545,0.610645,0
d2,1,0.482687,0.492786,0
b2,1,0.496008,0.463467,0
b3,1,0.496008,0.463467,0
n2,1,0.496029,0.463422,0
p1,1,0.510773,0.432482,0
r4,1,0.513505,0.426919,0
p3,1,0.518632,0.416613,0
n5,1,0.542731,0.370502,0
v4,1,0.561593,0.336954,0
p12,1,0.579047,0.307778,0
s7,1,0.598447,0.277345,0
p7,1,0.611157,0.258494,0
p8,1,0.631514,0.230013,0
a1,1,0.633065,0.227927,0
a3,1,0.645791,0.211248,0
d4,1,0.676758,0.173798,0
s5,1,0.686399,0.163012,0
p4,1,0.697725,0.150849,0
p6,1,0.702089,0.146308,0
v2,1,0.723232,0.125417,0
r1,1,0.750694,0.100949,0
v1,1,0.793278,0.068673,0
s8,1,0.804215,0.061452,0
b5,1,0.81765,0.053162,0
n1,1,0.874674,0.024877,0
a4,1,0.926917,0.008413,0
