Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,181.118262,1
r3,1,0.0,83.444865,1
r4,1,0.0,60.007166,1
p2,1,0.0,56.804812,1
p8,1,0.0,53.684022,1
n6,1,0.0,50.40496,1
v4,1,0.0,39.815062,1
p7,1,0.0,26.881578,1
n5,1,7e-06,20.071219,1
v2,1,8e-06,19.890967,1
a6,1,1.8e-05,18.432031,1
p4,1,1.9e-05,18.323857,1
r2,1,3.5e-05,17.123916,1
n4,1,6.1e-05,16.062115,1
a5,1,0.000344,12.8159,1
r1,1,0.000439,12.356442,1
v1,1,0.00074,11.387138,1
d1,1,0.003247,8.663154,1
s8,1,0.003346,8.608621,1
p3,1,0.00404,8.265942,1
d3,1,0.004687,7.996355,1
a7,1,0.005923,7.573554,1
p5,1,0.007223,7.216594,1
d4,1,0.008121,7.006509,1
p12,1,0.011124,6.445336,0
s1,1,0.01142,6.398721,0
v3,1,0.015916,5.812128,0
a1,1,0.020715,5.350592,0
p6,1,0.021813,5.260626,0
s6,1,0.032721,4.560294,0
n2,1,0.036141,4.390435,0
d5,1,0.05539,3.670291,0
s3,1,0.062499,3.469783,0
u2,1,0.100536,2.697016,0
a3,1,0.104935,2.628898,0
b3,1,0.11345,2.505488,0
b2,1,0.11345,2.505488,0
u1,1,0.17675,1.824743,0
d2,1,0.18799,1.733298,0
s2,1,0.218075,1.516994,0
n3,1,0.23752,1.395253,0
a8,1,0.31783,0.997856,0
s7,1,0.32214,0.98024,0
n1,1,0.343426,0.8976,0
s4,1,0.355693,0.853042,0
a2,1,0.46122,0.542933,0
s5,1,0.473326,0.514201,0
b5,1,0.527135,0.399911,0
b4,1,0.598856,0.276725,0
p1,1,0.640162,0.21853,0
u3,1,0.803535,0.061889,0
u4,1,0.876855,0.024012,0
a4,1,0.983408,0.000433,0
