Feature,DoF,P Value,Chi Square,Is Significant
n6,1,0.113919,2.498993,0
r4,1,0.11847,2.437432,0
r3,1,0.145322,2.120684,0
p2,1,0.188857,1.72651,0
n1,1,0.295517,1.094314,0
b4,1,0.298088,1.082729,0
n4,1,0.309673,1.03207,0
p9,1,0.32674,0.961776,0
p3,1,0.341209,0.905882,0
n2,1,0.343658,0.896739,0
n3,1,0.361068,0.834176,0
s1,1,0.374917,0.787302,0
u3,1,0.407151,0.687104,0
v4,1,0.429203,0.624978,0
p5,1,0.445548,0.581954,0
a1,1,0.501429,0.45191,0
r1,1,0.502121,0.45045,0
s8,1,0.504826,0.444777,0
r2,1,0.527368,0.39946,0
p8,1,0.528839,0.396622,0
a2,1,0.529982,0.394427,0
p1,1,0.533339,0.388027,0
d2,1,0.553229,0.351565,0
p12,1,0.555113,0.348237,0
n5,1,0.569924,0.322809,0
d4,1,0.576762,0.311499,0
d5,1,0.604257,0.268623,0
s5,1,0.621775,0.24338,0
a5,1,0.630991,0.23072,0
s6,1,0.651549,0.203953,0
a8,1,0.653728,0.201232,0
s3,1,0.682525,0.167297,0
u2,1,0.7017,0.146709,0
s2,1,0.732387,0.116931,0
d3,1,0.736056,0.113623,0
p7,1,0.765559,0.088917,0
p4,1,0.766356,0.088295,0
s7,1,0.782661,0.076095,0
b2,1,0.789413,0.071328,0
b3,1,0.789413,0.071328,0
a3,1,0.791683,0.069763,0
a4,1,0.794279,0.067995,0
u1,1,0.827971,0.047221,0
p6,1,0.839379,0.041082,0
d1,1,0.844241,0.038601,0
v1,1,0.908144,0.013313,0
v3,1,0.910715,0.012575,0
v2,1,0.917923,0.010619,0
a6,1,0.942606,0.005183,0
b5,1,0.970037,0.001411,0
s4,1,0.981625,0.00053,0
a7,1,1.0,0.0,0
