Feature,DoF,P Value,Chi Square,Is Significant
p12,1,6e-06,20.429872,1
s8,1,4.6e-05,16.621881,1
b3,1,0.00014,14.496886,1
b2,1,0.00014,14.496886,1
p5,1,0.000257,13.362851,1
d1,1,0.000647,11.635438,1
v1,1,0.001849,9.693291,1
a2,1,0.001947,9.598564,1
v3,1,0.002213,9.363502,1
d2,1,0.00282,8.920207,1
u1,1,0.003022,8.794305,1
s7,1,0.006057,7.53323,1
n5,1,0.006924,7.292575,1
s3,1,0.010791,6.499349,0
a4,1,0.010985,6.467727,0
s6,1,0.013642,6.083951,0
a3,1,0.015979,5.805233,0
v2,1,0.016577,5.740562,0
s2,1,0.016884,5.708431,0
n6,1,0.017209,5.674946,0
p10,1,0.020859,5.338562,0
p8,1,0.025868,4.964848,0
p3,1,0.033718,4.508925,0
p4,1,0.036016,4.396335,0
n4,1,0.038274,4.292808,0
a5,1,0.040301,4.205173,0
a1,1,0.085284,2.961211,0
r1,1,0.112806,2.514468,0
p6,1,0.134291,2.242191,0
d3,1,0.153273,2.039366,0
a8,1,0.155414,2.018292,0
n1,1,0.166464,1.914502,0
s4,1,0.181596,1.784516,0
a6,1,0.185165,1.755677,0
d5,1,0.242387,1.366658,0
p7,1,0.256797,1.285945,0
v4,1,0.278445,1.174665,0
p2,1,0.553407,0.351248,0
n2,1,0.579486,0.307067,0
n3,1,0.613807,0.254669,0
b5,1,0.635785,0.224297,0
p1,1,0.742828,0.107656,0
b1,1,0.780048,0.077985,0
s1,1,0.860131,0.031049,0
a7,1,0.890281,0.01903,0
b4,1,0.928719,0.008003,0
s5,1,0.972344,0.001202,0
