Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.022416,5.21319,0
p6,1,0.031227,4.640441,0
p8,1,0.040268,4.206576,0
p9,1,0.056688,3.631719,0
v1,1,0.113569,2.503837,0
b4,1,0.182387,1.778064,0
p1,1,0.19652,1.668052,0
d1,1,0.209104,1.577622,0
d2,1,0.23636,1.402172,0
a8,1,0.291459,1.112871,0
u1,1,0.378592,0.775269,0
p2,1,0.389137,0.741636,0
a7,1,0.389137,0.741636,0
a3,1,0.427885,0.628557,0
b2,1,0.438608,0.599922,0
b3,1,0.438608,0.599922,0
b5,1,0.463032,0.538555,0
p3,1,0.622935,0.241764,0
v2,1,0.626907,0.236278,0
a4,1,0.744754,0.105992,0
s5,1,0.759357,0.093835,0
a2,1,0.761291,0.092286,0
p7,1,0.801082,0.063477,0
d4,1,0.88077,0.022498,0
d3,1,0.914544,0.011515,0
a6,1,1.0,0.0,0
