Feature,DoF,P Value,Chi Square,Is Significant
v3,1,0.035774,4.407857,0
a3,1,0.099232,2.717836,0
p7,1,0.121335,2.4,0
p2,1,0.132391,2.264245,0
b3,1,0.142715,2.148437,0
b2,1,0.142715,2.148437,0
s8,1,0.142715,2.148437,0
p3,1,0.221099,1.497222,0
b1,1,0.239559,1.383185,0
a6,1,0.262193,1.257143,0
a2,1,0.338352,0.916667,0
v1,1,0.372374,0.795726,0
p4,1,0.415522,0.662946,0
v4,1,0.449102,0.572917,0
n5,1,0.449102,0.572917,0
n6,1,0.449102,0.572917,0
p1,1,0.449102,0.572917,0
n2,1,0.465209,0.533333,0
n3,1,0.465209,0.533333,0
d3,1,0.467267,0.528431,0
s3,1,0.467267,0.528431,0
v2,1,0.636982,0.222711,0
a4,1,0.695895,0.152778,0
s2,1,0.695895,0.152778,0
s7,1,0.695895,0.152778,0
p6,1,0.793166,0.06875,0
p8,1,0.793166,0.06875,0
u1,1,0.793166,0.06875,0
b4,1,0.793166,0.06875,0
s6,1,0.799782,0.064327,0
a5,1,0.799782,0.064327,0
a7,1,0.925558,0.00873,0
b5,1,0.925558,0.00873,0
n1,1,1.0,0.0,0
