Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,81.738558,1
p3,1,3.3e-05,17.233816,1
p8,1,5.8e-05,16.163612,1
p4,1,0.000221,13.646873,1
s6,1,0.001637,9.917733,1
p7,1,0.002201,9.373743,1
v4,1,0.00356,8.495506,1
s2,1,0.003643,8.453639,1
v1,1,0.00648,7.41162,1
a5,1,0.008653,6.892981,1
p2,1,0.009515,6.723502,1
n5,1,0.009797,6.671392,1
s8,1,0.018167,5.580007,0
p5,1,0.020859,5.338505,0
n6,1,0.024396,5.066266,0
v2,1,0.029921,4.713805,0
s7,1,0.043317,4.082986,0
v3,1,0.052235,3.768214,0
s5,1,0.056052,3.65052,0
p6,1,0.066168,3.375622,0
d5,1,0.081918,3.026437,0
n4,1,0.089086,2.89082,0
d2,1,0.092069,2.837821,0
d3,1,0.093443,2.814041,0
p12,1,0.093969,2.805024,0
s3,1,0.12229,2.387749,0
r3,1,0.158286,1.990526,0
d1,1,0.168216,1.898769,0
a7,1,0.180271,1.795386,0
r4,1,0.243625,1.359493,0
p1,1,0.249166,1.327971,0
a2,1,0.267494,1.229554,0
b4,1,0.285172,1.142278,0
b2,1,0.310026,1.030564,0
b3,1,0.310026,1.030564,0
u2,1,0.310619,1.028043,0
d4,1,0.316594,1.002964,0
a6,1,0.337224,0.920958,0
r2,1,0.350053,0.873264,0
n1,1,0.358742,0.842293,0
u3,1,0.370744,0.80117,0
r1,1,0.393437,0.728292,0
s4,1,0.617264,0.249732,0
b5,1,0.660845,0.192499,0
a3,1,0.661455,0.191761,0
a4,1,0.752323,0.09959,0
s1,1,0.760135,0.09321,0
a8,1,0.778799,0.078896,0
u1,1,0.89395,0.017771,0
a1,1,0.930628,0.007579,0
n3,1,0.97417,0.001048,0
n2,1,0.989472,0.000174,0
