Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,93.449763,1
s2,1,3e-06,21.640738,1
s8,1,6e-06,20.522162,1
s5,1,1.2e-05,19.134817,1
s6,1,6.7e-05,15.885442,1
s7,1,7.7e-05,15.634683,1
p6,1,0.002942,8.84288,1
p2,1,0.004317,8.145334,1
n6,1,0.009961,6.641889,1
r2,1,0.010016,6.632024,0
v4,1,0.010739,6.50805,0
d5,1,0.01557,5.850831,0
d1,1,0.01648,5.750974,0
r1,1,0.016611,5.737033,0
a7,1,0.018216,5.575221,0
p7,1,0.021736,5.266786,0
d3,1,0.021861,5.256826,0
v1,1,0.022078,5.239652,0
r4,1,0.022942,5.172905,0
d4,1,0.044977,4.019509,0
p4,1,0.046072,3.978947,0
s3,1,0.049792,3.848439,0
s4,1,0.050287,3.831878,0
n5,1,0.051132,3.803956,0
v2,1,0.054649,3.692758,0
a3,1,0.063928,3.432425,0
v3,1,0.097045,2.753441,0
a5,1,0.108363,2.577934,0
n2,1,0.110863,2.541872,0
p8,1,0.12719,2.326465,0
p3,1,0.154051,2.031675,0
p12,1,0.21237,1.555196,0
d2,1,0.249535,1.325907,0
r3,1,0.257433,1.282507,0
u1,1,0.263865,1.248363,0
p5,1,0.274256,1.195336,0
a2,1,0.299218,1.077674,0
n3,1,0.311909,1.022574,0
a8,1,0.362469,0.82932,0
a1,1,0.389581,0.74025,0
a4,1,0.417696,0.65679,0
n4,1,0.442175,0.590631,0
u3,1,0.464302,0.535505,0
n1,1,0.578704,0.308335,0
a6,1,0.607581,0.263713,0
b4,1,0.614705,0.25338,0
p1,1,0.648875,0.207321,0
s1,1,0.679383,0.170822,0
u2,1,0.776257,0.08077,0
b2,1,0.835567,0.043084,0
b3,1,0.835567,0.043084,0
b1,1,0.890344,0.019008,0
b5,1,0.961801,0.002294,0
