Feature,DoF,P Value,Chi Square,Is Significant
b2,1,4.6e-05,16.619303,1
b3,1,4.6e-05,16.619303,1
p5,1,0.000229,13.58072,1
p12,1,0.000248,13.430688,1
s8,1,0.001466,10.120512,1
v3,1,0.001915,9.62963,1
a2,1,0.002782,8.945317,1
s3,1,0.008012,7.030826,1
p3,1,0.008316,6.964086,1
v1,1,0.011311,6.415827,0
a1,1,0.012589,6.225905,0
p4,1,0.013917,6.04862,0
d1,1,0.014215,6.011189,0
p8,1,0.023633,5.121375,0
s7,1,0.025975,4.957658,0
a4,1,0.028944,4.770918,0
d2,1,0.030357,4.688973,0
a8,1,0.04333,4.08247,0
a5,1,0.055031,3.681137,0
s2,1,0.056686,3.631778,0
u1,1,0.06476,3.411069,0
s6,1,0.068933,3.308252,0
v2,1,0.076105,3.146188,0
n4,1,0.180065,1.797091,0
s4,1,0.184985,1.757116,0
a6,1,0.25013,1.322576,0
p6,1,0.257236,1.283574,0
d3,1,0.267856,1.227692,0
p7,1,0.341301,0.905538,0
p2,1,0.449594,0.571675,0
r1,1,0.573401,0.317026,0
d5,1,0.699825,0.148653,0
s5,1,0.71216,0.136129,0
b1,1,0.749077,0.102308,0
s1,1,0.782709,0.07606,0
a7,1,0.788733,0.071801,0
b4,1,0.851387,0.0351,0
p1,1,0.943068,0.0051,0
b5,1,0.957342,0.002861,0
