Feature,DoF,P Value,Chi Square,Is Significant
d2,1,0.002023,9.528896,1
p2,1,0.003077,8.760961,1
s2,1,0.007043,7.262086,1
s8,1,0.012892,6.183864,0
b2,1,0.015016,5.91454,0
b3,1,0.015016,5.91454,0
s3,1,0.018206,5.576231,0
s7,1,0.027151,4.881203,0
a2,1,0.03247,4.573533,0
u1,1,0.033078,4.541745,0
a4,1,0.034621,4.463759,0
p12,1,0.090669,2.862461,0
p7,1,0.096371,2.76459,0
n1,1,0.143795,2.136865,0
p6,1,0.152322,2.048845,0
s1,1,0.219014,1.510822,0
b4,1,0.240239,1.379189,0
n2,1,0.245437,1.349093,0
p5,1,0.281643,1.159146,0
s6,1,0.289229,1.123207,0
n3,1,0.294976,1.096772,0
s5,1,0.320763,0.985831,0
n4,1,0.327417,0.959086,0
r1,1,0.333988,0.933375,0
n5,1,0.333988,0.933375,0
d5,1,0.38234,0.763163,0
p1,1,0.392849,0.730105,0
v4,1,0.401722,0.703165,0
p3,1,0.405509,0.69193,0
v1,1,0.411563,0.674282,0
a3,1,0.419472,0.651794,0
s4,1,0.448289,0.574975,0
p4,1,0.459233,0.547763,0
v2,1,0.48794,0.481066,0
a1,1,0.565306,0.3306,0
a5,1,0.575721,0.313203,0
p9,1,0.589359,0.291346,0
p8,1,0.610981,0.258748,0
a7,1,0.621501,0.243764,0
v3,1,0.624626,0.239419,0
a8,1,0.644536,0.212859,0
n6,1,0.712816,0.13548,0
u2,1,0.715101,0.133235,0
u3,1,0.790137,0.070826,0
a6,1,0.812475,0.05628,0
d3,1,0.837974,0.041814,0
b5,1,0.99707,1.3e-05,0
