Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.074566,3.179534,0
p1,1,0.082041,3.024,0
p9,1,0.138362,2.196078,0
u1,1,0.175353,1.836571,0
b3,1,0.19258,1.697767,0
b2,1,0.19258,1.697767,0
b5,1,0.209022,1.57819,0
v1,1,0.257751,1.280795,0
v2,1,0.276375,1.184828,0
p3,1,0.309928,1.030982,0
b4,1,0.365208,0.819904,0
a4,1,0.373053,0.793469,0
a2,1,0.531001,0.392476,0
a6,1,0.558185,0.342857,0
d3,1,0.625051,0.238832,0
a7,1,0.635753,0.22434,0
p2,1,0.658526,0.195319,0
a3,1,0.68158,0.168352,0
p7,1,0.704919,0.143405,0
