Feature,DoF,P Value,Chi Square,Is Significant
b2,1,0.008027,7.027461,1
b3,1,0.008027,7.027461,1
d2,1,0.009709,6.687466,1
s2,1,0.013929,6.047084,0
p2,1,0.02636,4.932241,0
s8,1,0.026814,4.90273,0
s3,1,0.031681,4.615654,0
p12,1,0.039597,4.235055,0
u1,1,0.039664,4.232209,0
s7,1,0.050809,3.814555,0
a2,1,0.063927,3.432443,0
p7,1,0.079306,3.079064,0
a4,1,0.092125,2.836841,0
s6,1,0.237388,1.396038,0
p6,1,0.257292,1.283267,0
s5,1,0.280243,1.16591,0
v2,1,0.280437,1.16497,0
n3,1,0.298593,1.080467,0
d5,1,0.299831,1.074944,0
r1,1,0.299831,1.074944,0
b4,1,0.306512,1.045648,0
n4,1,0.315749,1.006473,0
n2,1,0.332532,0.939012,0
p5,1,0.338949,0.914404,0
v1,1,0.349186,0.876413,0
n1,1,0.370488,0.802027,0
n6,1,0.373579,0.791726,0
n5,1,0.376048,0.783582,0
s1,1,0.402513,0.700807,0
p1,1,0.403882,0.696737,0
s4,1,0.477315,0.504992,0
p8,1,0.478675,0.50188,0
p4,1,0.485449,0.486597,0
v3,1,0.511428,0.431143,0
u2,1,0.585329,0.297698,0
p3,1,0.589404,0.291276,0
u3,1,0.624184,0.240031,0
a5,1,0.630073,0.231962,0
a3,1,0.684234,0.165399,0
a8,1,0.699412,0.149085,0
b5,1,0.737472,0.112361,0
p11,1,0.773494,0.082833,0
p9,1,0.844172,0.038636,0
d3,1,0.844946,0.038248,0
v4,1,0.846697,0.037378,0
a6,1,0.891611,0.018568,0
a7,1,0.951374,0.003719,0
a1,1,0.955082,0.003173,0
