Feature,DoF,P Value,Chi Square,Is Significant
p12,1,0.000408,12.493494,1
b3,1,0.006216,7.486581,1
b2,1,0.006216,7.486581,1
p5,1,0.009618,6.704254,1
s8,1,0.012785,6.198665,0
a2,1,0.029672,4.728191,0
d2,1,0.037934,4.30796,0
s3,1,0.042191,4.127519,0
u1,1,0.044831,4.024996,0
a4,1,0.057977,3.594323,0
s2,1,0.06306,3.455021,0
p3,1,0.101262,2.685556,0
n2,1,0.10487,2.62987,0
v3,1,0.135111,2.232771,0
s7,1,0.138541,2.194086,0
n5,1,0.146566,2.107628,0
n4,1,0.162883,1.947258,0
n3,1,0.168529,1.895984,0
p2,1,0.195601,1.674915,0
a3,1,0.215413,1.534673,0
v1,1,0.23519,1.409195,0
n1,1,0.243926,1.357759,0
p8,1,0.265856,1.238003,0
v2,1,0.289616,1.121407,0
p4,1,0.299958,1.07438,0
a6,1,0.307545,1.041189,0
s4,1,0.383086,0.760774,0
n6,1,0.396914,0.717655,0
a1,1,0.425318,0.635575,0
r1,1,0.436418,0.605682,0
b4,1,0.480182,0.49845,0
s5,1,0.480293,0.498198,0
a5,1,0.482748,0.492649,0
s1,1,0.521232,0.411454,0
d5,1,0.521754,0.410425,0
s6,1,0.544515,0.367235,0
p6,1,0.687948,0.161316,0
a7,1,0.695058,0.153664,0
v4,1,0.760955,0.092554,0
p7,1,0.763661,0.090407,0
p1,1,0.7672,0.087639,0
b5,1,0.793661,0.068413,0
d3,1,0.833663,0.044103,0
a8,1,0.847683,0.036893,0
