Feature,DoF,P Value,Chi Square,Is Significant
p3,1,0.000436,12.369905,1
p4,1,0.000898,11.026191,1
p2,1,0.001222,10.456228,1
n5,1,0.004213,8.18974,1
p8,1,0.004367,8.124405,1
p7,1,0.014209,6.011992,0
s4,1,0.015589,5.848617,0
n4,1,0.020801,5.343385,0
u2,1,0.031338,4.634331,0
r3,1,0.039776,4.227406,0
n6,1,0.04572,3.991864,0
s1,1,0.070249,3.277197,0
a5,1,0.08479,2.970608,0
v1,1,0.087248,2.924423,0
p12,1,0.095119,2.785535,0
n1,1,0.119517,2.423635,0
b5,1,0.147352,2.099451,0
a3,1,0.167956,1.901098,0
d3,1,0.170882,1.875192,0
u3,1,0.215695,1.532785,0
d4,1,0.222423,1.488668,0
s7,1,0.225683,1.467865,0
p1,1,0.243378,1.36092,0
s3,1,0.28966,1.121199,0
v4,1,0.302745,1.062064,0
a7,1,0.311848,1.022832,0
a8,1,0.411228,0.675247,0
p5,1,0.412133,0.67264,0
d1,1,0.43203,0.61736,0
u1,1,0.450969,0.568216,0
r4,1,0.472552,0.516003,0
s8,1,0.51544,0.423007,0
a2,1,0.553119,0.351759,0
s6,1,0.568211,0.325685,0
p9,1,0.628017,0.23476,0
n3,1,0.684794,0.164779,0
d5,1,0.688364,0.160862,0
d2,1,0.702885,0.145488,0
n2,1,0.71856,0.129876,0
b4,1,0.727585,0.12134,0
p6,1,0.742562,0.107887,0
r1,1,0.783367,0.075589,0
b2,1,0.78905,0.07158,0
b3,1,0.78905,0.07158,0
a4,1,0.813021,0.055947,0
v3,1,0.836845,0.042408,0
v2,1,0.863391,0.029604,0
a6,1,0.962512,0.002209,0
s2,1,0.9779,0.000767,0
s5,1,0.996467,2e-05,0
