Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.015828,5.821847,0
s7,1,0.164866,1.929013,0
s5,1,0.222036,1.491166,0
s2,1,0.242084,1.368419,0
r3,1,0.281765,1.158559,0
a3,1,0.308584,1.036726,0
s6,1,0.366045,0.817045,0
a7,1,0.409825,0.679309,0
p8,1,0.439195,0.598383,0
d2,1,0.481684,0.495048,0
d5,1,0.491191,0.473916,0
s3,1,0.499113,0.456823,0
s8,1,0.513401,0.427128,0
u4,1,0.545236,0.365921,0
n5,1,0.563489,0.333699,0
s4,1,0.567698,0.32655,0
p2,1,0.613583,0.25499,0
u2,1,0.621383,0.243929,0
n4,1,0.625271,0.238529,0
v2,1,0.625372,0.238389,0
n6,1,0.654178,0.200674,0
b5,1,0.663355,0.189473,0
p1,1,0.67681,0.173739,0
n1,1,0.727495,0.121424,0
a8,1,0.733349,0.116059,0
a1,1,0.742554,0.107895,0
p4,1,0.766713,0.088017,0
r4,1,0.772708,0.083425,0
p7,1,0.78039,0.077735,0
p5,1,0.812455,0.056292,0
u3,1,0.815702,0.054325,0
v4,1,0.84515,0.038146,0
u1,1,0.847471,0.036997,0
r1,1,0.855996,0.032933,0
d3,1,0.857673,0.032162,0
r2,1,0.860441,0.03091,0
a4,1,0.862051,0.030194,0
a2,1,0.868491,0.027415,0
p3,1,0.874521,0.024938,0
b2,1,0.878617,0.023324,0
b3,1,0.878617,0.023324,0
p6,1,0.878635,0.023317,0
a6,1,0.896081,0.01706,0
d1,1,0.897404,0.016626,0
p12,1,0.903905,0.014576,0
b4,1,0.903969,0.014556,0
s1,1,0.905631,0.014054,0
a5,1,0.922019,0.009583,0
v3,1,0.926425,0.008527,0
n3,1,0.963968,0.002041,0
d4,1,0.965187,0.001905,0
n2,1,0.982806,0.000464,0
v1,1,0.989063,0.000188,0
