Feature,DoF,P Value,Chi Square,Is Significant
p2,1,0.001512,10.064483,1
p7,1,0.015495,5.859349,0
u1,1,0.045696,3.992768,0
p11,1,0.096064,2.769699,0
p3,1,0.209881,1.572248,0
v4,1,0.355739,0.852879,0
n1,1,0.370488,0.802027,0
v3,1,0.398368,0.713248,0
s6,1,0.399667,0.709327,0
a4,1,0.424166,0.638743,0
p4,1,0.439186,0.598409,0
a6,1,0.455282,0.557468,0
a3,1,0.490598,0.475215,0
v2,1,0.496427,0.462567,0
b3,1,0.497766,0.459697,0
b2,1,0.497766,0.459697,0
b5,1,0.519211,0.415461,0
p1,1,0.548129,0.36068,0
s7,1,0.560708,0.33848,0
v1,1,0.570346,0.322104,0
u2,1,0.585329,0.297698,0
s2,1,0.595645,0.281615,0
p9,1,0.597625,0.278593,0
u3,1,0.624184,0.240031,0
a2,1,0.677365,0.173108,0
p6,1,0.687899,0.161369,0
a5,1,0.731242,0.117974,0
b4,1,0.745826,0.105072,0
p8,1,0.757647,0.095217,0
s3,1,0.776297,0.08074,0
d3,1,0.888897,0.019516,0
n6,1,0.913055,0.011922,0
n5,1,0.916225,0.011065,0
n2,1,0.921363,0.009745,0
a7,1,0.965239,0.001899,0
n3,1,0.96745,0.001665,0
s8,1,0.972181,0.001216,0
