Feature,DoF,P Value,Chi Square,Is Significant
p9,1,7.2e-05,15.763942,1
s2,1,0.071741,3.242725,0
d3,1,0.122782,2.381472,0
s6,1,0.126177,2.338919,0
s4,1,0.144614,2.128163,0
p5,1,0.162852,1.947543,0
s8,1,0.166118,1.917635,0
d1,1,0.210704,1.566584,0
a2,1,0.231373,1.432399,0
a7,1,0.233075,1.421999,0
d5,1,0.249781,1.324528,0
p6,1,0.255498,1.292989,0
p3,1,0.291231,1.113921,0
s5,1,0.29247,1.108215,0
v3,1,0.325491,0.966756,0
r2,1,0.327117,0.960278,0
p8,1,0.329528,0.95075,0
b5,1,0.331355,0.943594,0
v2,1,0.346457,0.886391,0
d4,1,0.358721,0.842365,0
b4,1,0.372703,0.794634,0
a5,1,0.403167,0.69886,0
d2,1,0.43185,0.617842,0
v1,1,0.455204,0.557661,0
a1,1,0.490725,0.474935,0
v4,1,0.524484,0.405066,0
p7,1,0.53564,0.383681,0
p4,1,0.563061,0.334432,0
a8,1,0.598082,0.277898,0
s7,1,0.632776,0.228315,0
b3,1,0.635764,0.224325,0
b2,1,0.635764,0.224325,0
n5,1,0.656582,0.197702,0
u1,1,0.66167,0.191501,0
s1,1,0.669625,0.182041,0
p2,1,0.686727,0.162651,0
n1,1,0.700135,0.148332,0
s3,1,0.727307,0.121598,0
r3,1,0.763926,0.090197,0
n2,1,0.764273,0.089925,0
a6,1,0.777247,0.080037,0
r1,1,0.783634,0.075398,0
r4,1,0.790628,0.070488,0
u2,1,0.796589,0.066442,0
n3,1,0.824512,0.049171,0
a3,1,0.860766,0.030765,0
a4,1,0.915567,0.01124,0
n6,1,0.918593,0.010446,0
p1,1,0.941976,0.005298,0
u3,1,0.947416,0.00435,0
n4,1,0.97688,0.00084,0
p12,1,0.978723,0.000711,0
