Feature,DoF,P Value,Chi Square,Is Significant
p6,1,0.071431,3.249827,0
s8,1,0.150306,2.06914,0
b4,1,0.169664,1.885909,0
d2,1,0.222652,1.487195,0
p1,1,0.249487,1.326173,0
a8,1,0.288628,1.12601,0
p8,1,0.334109,0.932907,0
v1,1,0.346277,0.887054,0
d3,1,0.382082,0.763993,0
a6,1,0.40604,0.690366,0
d1,1,0.470124,0.521684,0
p9,1,0.551005,0.355519,0
b3,1,0.62197,0.243109,0
b2,1,0.62197,0.243109,0
b5,1,0.644512,0.21289,0
u1,1,0.663998,0.188704,0
a4,1,0.692611,0.156274,0
p2,1,0.701404,0.147015,0
p7,1,0.70386,0.144487,0
a3,1,0.741406,0.108895,0
s5,1,0.749122,0.102271,0
v2,1,0.772056,0.083918,0
d4,1,0.77314,0.083099,0
p3,1,0.78504,0.074396,0
a2,1,0.832832,0.044551,0
a7,1,0.979948,0.000632,0
