Feature,DoF,P Value,Chi Square,Is Significant
p2,1,0.000134,14.58789,1
u1,1,0.033225,4.534152,0
n1,1,0.045428,4.002695,0
p7,1,0.047584,3.924621,0
v4,1,0.11938,2.425437,0
a4,1,0.19646,1.6685,0
a6,1,0.289733,1.12086,0
v3,1,0.358742,0.842294,0
s7,1,0.359449,0.839816,0
s2,1,0.382817,0.761635,0
s6,1,0.408212,0.684004,0
p6,1,0.408231,0.683947,0
a2,1,0.436453,0.605589,0
p1,1,0.513151,0.427637,0
a5,1,0.516024,0.421832,0
p3,1,0.527676,0.398865,0
s3,1,0.543567,0.368969,0
v1,1,0.550921,0.35567,0
p9,1,0.564059,0.332725,0
b2,1,0.594552,0.283291,0
b3,1,0.594552,0.283291,0
b4,1,0.604422,0.268378,0
n6,1,0.637333,0.222247,0
n5,1,0.640864,0.217614,0
p4,1,0.656287,0.198065,0
a7,1,0.66061,0.192783,0
s8,1,0.708645,0.139634,0
v2,1,0.711016,0.137264,0
b5,1,0.770711,0.08494,0
u2,1,0.843627,0.03891,0
p8,1,0.844801,0.03832,0
d3,1,0.851478,0.035056,0
u3,1,0.873545,0.025331,0
a3,1,0.910698,0.012579,0
n2,1,0.912019,0.012209,0
n3,1,0.958357,0.002727,0
