Feature,DoF,P Value,Chi Square,Is Significant
s2,1,8.9e-05,15.359385,1
s8,1,0.000192,13.909041,1
s7,1,0.00051,12.079722,1
p12,1,0.000922,10.978015,1
p9,1,0.001316,10.319916,1
s3,1,0.001344,10.281292,1
p5,1,0.002995,8.81031,1
a2,1,0.003021,8.794528,1
b3,1,0.003138,8.725502,1
b2,1,0.003138,8.725502,1
p3,1,0.00499,7.883041,1
d2,1,0.006034,7.540027,1
n5,1,0.012666,6.21517,0
p4,1,0.014639,5.959429,0
u1,1,0.01515,5.898933,0
s6,1,0.020665,5.354837,0
a4,1,0.02515,5.013496,0
p8,1,0.028256,4.812382,0
p6,1,0.0435,4.075847,0
v1,1,0.066782,3.36039,0
a5,1,0.068861,3.309969,0
n4,1,0.0813,3.038715,0
d5,1,0.09103,2.856062,0
n1,1,0.093138,2.819283,0
p1,1,0.099511,2.713358,0
a3,1,0.111111,2.538351,0
b4,1,0.122167,2.389312,0
n6,1,0.15142,2.057888,0
v2,1,0.16678,1.911655,0
r1,1,0.172378,1.86214,0
v3,1,0.195816,1.673307,0
n2,1,0.270896,1.212203,0
n3,1,0.318587,0.994737,0
p2,1,0.363986,0.824094,0
s1,1,0.462957,0.538737,0
d3,1,0.560441,0.338941,0
a1,1,0.582657,0.301959,0
a8,1,0.619196,0.247,0
a7,1,0.627625,0.235296,0
a6,1,0.645135,0.212088,0
s4,1,0.682352,0.167491,0
v4,1,0.761557,0.092074,0
b5,1,0.771697,0.08419,0
s5,1,0.812824,0.056067,0
p7,1,0.843968,0.038738,0
u3,1,0.871503,0.026163,0
u2,1,0.947487,0.004338,0
