Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.025072,5.018932,0
p6,1,0.103531,2.650297,0
b4,1,0.166806,1.911419,0
d2,1,0.21832,1.515379,0
s8,1,0.225151,1.471235,0
p1,1,0.272505,1.204096,0
a8,1,0.308933,1.035234,0
d3,1,0.308978,1.035038,0
a6,1,0.37245,0.795473,0
p8,1,0.430825,0.620599,0
v1,1,0.444352,0.585019,0
p2,1,0.493476,0.468938,0
p7,1,0.542255,0.371376,0
d1,1,0.557848,0.343444,0
b5,1,0.612931,0.255929,0
s5,1,0.651127,0.204482,0
d4,1,0.656612,0.197665,0
v2,1,0.661381,0.19185,0
b3,1,0.692155,0.156762,0
b2,1,0.692155,0.156762,0
u1,1,0.693452,0.155374,0
a4,1,0.719951,0.128539,0
a3,1,0.789007,0.07161,0
a2,1,0.881167,0.022347,0
p3,1,0.93967,0.005728,0
a7,1,0.954853,0.003205,0
