Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,35.382782,1
n5,1,0.0,32.366549,1
p3,1,0.0,28.25933,1
p7,1,0.0,27.123146,1
n4,1,1e-06,24.18734,1
p4,1,1e-06,23.6804,1
p2,1,6e-06,20.510622,1
p8,1,1.5e-05,18.739558,1
s8,1,0.000274,13.24274,1
r3,1,0.00057,11.871021,1
n6,1,0.000801,11.238332,1
a5,1,0.000912,10.998867,1
a3,1,0.000998,10.830902,1
u2,1,0.001132,10.598096,1
r4,1,0.002111,9.450003,1
s7,1,0.002568,9.091273,1
u3,1,0.004661,8.006403,1
p6,1,0.008007,7.031808,1
v1,1,0.011263,6.423342,0
p12,1,0.01245,6.245585,0
v4,1,0.015569,5.850954,0
p5,1,0.016006,5.802179,0
s3,1,0.028532,4.795643,0
s6,1,0.028737,4.783326,0
b5,1,0.047563,3.925368,0
n1,1,0.054319,3.702864,0
s1,1,0.061157,3.505721,0
a4,1,0.062197,3.477811,0
s2,1,0.06551,3.392082,0
r1,1,0.088259,2.905853,0
s5,1,0.126383,2.336381,0
s4,1,0.15117,2.060406,0
d4,1,0.152132,2.050745,0
a1,1,0.156238,2.01027,0
d3,1,0.184787,1.758699,0
n3,1,0.186609,1.744186,0
d2,1,0.23479,1.411608,0
a7,1,0.254244,1.299834,0
d5,1,0.264322,1.245977,0
a8,1,0.281572,1.159485,0
v3,1,0.290472,1.117431,0
d1,1,0.36724,0.812984,0
v2,1,0.387863,0.74563,0
a2,1,0.518973,0.415933,0
p1,1,0.561469,0.337167,0
b4,1,0.578227,0.30911,0
n2,1,0.7134,0.134905,0
a6,1,0.714115,0.134202,0
r2,1,0.805087,0.060895,0
u1,1,0.810729,0.057353,0
b3,1,0.814794,0.054871,0
b2,1,0.814794,0.054871,0
