Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,60.555016,1
r4,1,0.000125,14.72286,1
r3,1,0.001343,10.282995,1
d3,1,0.00166,9.892158,1
v2,1,0.001667,9.883759,1
p2,1,0.001813,9.730159,1
v4,1,0.00207,9.486554,1
p8,1,0.002492,9.146107,1
s8,1,0.003286,8.641334,1
a7,1,0.005078,7.851537,1
n6,1,0.005078,7.851537,1
r1,1,0.005078,7.851537,1
s5,1,0.010245,6.591809,0
s2,1,0.011816,6.338201,0
d1,1,0.012577,6.227671,0
a6,1,0.012997,6.169544,0
d4,1,0.013931,6.046818,0
p6,1,0.015005,5.915865,0
p7,1,0.040071,4.214877,0
n2,1,0.040643,4.190832,0
s6,1,0.061925,3.485056,0
v1,1,0.063098,3.454012,0
n1,1,0.06639,3.370088,0
v3,1,0.096713,2.758936,0
d5,1,0.139424,2.184306,0
u1,1,0.154427,2.027965,0
s7,1,0.193861,1.688027,0
s4,1,0.200941,1.635518,0
p5,1,0.246761,1.34155,0
s3,1,0.268431,1.224749,0
a5,1,0.304284,1.055325,0
n3,1,0.341314,0.90549,0
p1,1,0.371345,0.799159,0
a3,1,0.445274,0.582655,0
p3,1,0.461434,0.542414,0
a2,1,0.480614,0.49747,0
u3,1,0.491731,0.472737,0
p4,1,0.496861,0.461635,0
p12,1,0.505591,0.443181,0
s1,1,0.612218,0.256958,0
n5,1,0.619798,0.246151,0
b3,1,0.73244,0.116883,0
b2,1,0.73244,0.116883,0
a8,1,0.771632,0.08424,0
u2,1,0.787867,0.072405,0
a4,1,0.830109,0.046037,0
n4,1,0.849714,0.035904,0
b5,1,0.849714,0.035904,0
d2,1,0.87252,0.025747,0
b4,1,0.917442,0.010745,0
